Date,ETH,BTC,BIV,BSV,VB,VV,VXUS
5/30/2018,557.22,7380.01,81.14,78.36,156.35,125.32,56.09
5/31/2018,577.1,7485,81.15,78.3,154.99,124.56,55.88
6/1/2018,578.89,7514.32,80.77,78.06,156.12,125.84,56.39
6/2/2018,590.46,7636.42,N/A,N/A,N/A,N/A,N/A
6/3/2018,618.63,7706.37,N/A,N/A,N/A,N/A,N/A
6/4/2018,591.5,7487.37,80.54,78.01,156.85,126.45,56.6
6/5/2018,607.6,7612.51,80.76,78.11,157.56,126.55,56.48
6/6/2018,606.18,7655,80.44,78.04,158.86,127.68,57.06
6/7/2018,603.56,7684.93,80.68,78.14,158.46,127.52,56.61
6/8/2018,598.59,7618.8,80.55,78.12,159.03,127.95,56.69
6/9/2018,593.41,7496.4,N/A,N/A,N/A,N/A,N/A
6/10/2018,525.25,6770.31,N/A,N/A,N/A,N/A,N/A
6/11/2018,531.68,6881,80.55,78.07,159.37,128.12,56.94
6/12/2018,494.14,6545,80.53,78.06,159.99,128.35,56.7
6/13/2018,476.02,6302.31,80.43,77.98,159.09,127.91,56.66
6/14/2018,519.75,6638.49,80.59,78.05,159.64,128.25,56.45
6/15/2018,487.45,6391.22,80.61,78.08,159.46,128.18,56.07
6/16/2018,497.31,6484.29,N/A,N/A,N/A,N/A,N/A
6/17/2018,496.5,6447.16,N/A,N/A,N/A,N/A,N/A
6/18/2018,517.47,6709.02,80.59,78.08,160.07,127.92,55.63
6/19/2018,538.5,6736.41,80.75,78.14,159.8,127.38,55.05
6/20/2018,536,6759.18,80.54,78.08,160.91,127.63,55.21
6/21/2018,525.49,6719.01,80.59,78.12,159.34,126.79,54.7
6/22/2018,462.01,6059.82,80.66,78.13,158.86,126.45,54.68
6/23/2018,475.17,6178.29,N/A,N/A,N/A,N/A,N/A
6/24/2018,454.79,6149.99,N/A,N/A,N/A,N/A,N/A
6/25/2018,458.41,6246.01,80.69,78.16,156.27,124.72,53.93
6/26/2018,429.08,6074,80.81,78.19,157.03,124.95,54
6/27/2018,441.41,6132.17,81.04,78.28,154.87,123.88,53.33
6/28/2018,420,5851.66,80.95,78.26,155.69,124.66,53.6
6/29/2018,434.6,6202.36,80.97,78.21,155.67,124.76,54.1
6/30/2018,453.29,6383.19,N/A,N/A,N/A,N/A,N/A
7/1/2018,451.43,6349.5,N/A,N/A,N/A,N/A,N/A
7/2/2018,476.34,6611.79,80.66,78.06,156.29,125.11,53.53
7/3/2018,461.75,6502.62,N/A,N/A,N/A,N/A,N/A
7/4/2018,466.9,6587.47,N/A,N/A,N/A,N/A,N/A
7/5/2018,467.25,6532.95,80.97,78.09,158.16,125.64,54
7/6/2018,469.3,6600,81.06,78.14,159.6,126.69,54.29
7/7/2018,484.48,6753.28,N/A,N/A,N/A,N/A,N/A
7/8/2018,486.08,6701.97,N/A,N/A,N/A,N/A,N/A
7/9/2018,471.6,6664.01,80.92,78.13,160.81,127.84,54.87
7/10/2018,432.59,6303.7,80.87,78.08,160.44,128.28,54.87
7/11/2018,446.25,6390.04,81.01,78.1,159.24,127.4,53.97
7/12/2018,431.46,6249.75,81.02,78.14,160.13,128.53,54.43
7/13/2018,432.8,6216.29,81.17,78.17,159.88,128.64,54.6
7/14/2018,434.13,6248.65,N/A,N/A,N/A,N/A,N/A
7/15/2018,449.41,6348.73,N/A,N/A,N/A,N/A,N/A
7/16/2018,478.18,6728.81,80.99,78.14,159.15,128.52,54.49
7/17/2018,499.01,7315.01,80.99,78.13,159.94,129.07,54.67
7/18/2018,478.81,7378.99,80.91,78.13,160.47,129.34,54.66
7/19/2018,468.39,7470.01,81.09,78.19,161.18,128.85,54.38
7/20/2018,448.21,7334.46,80.97,78.18,160.62,128.74,54.8
7/21/2018,461.5,7408,N/A,N/A,N/A,N/A,N/A
7/22/2018,456.9,7397.8,N/A,N/A,N/A,N/A,N/A
7/23/2018,449,7720.09,80.66,78.08,160.52,128.93,54.62
7/24/2018,478.79,8385.5,80.74,78.1,158.92,129.48,55.03
7/25/2018,470.81,8157.15,80.7,78.08,159.87,130.65,55.6
7/26/2018,461.42,7931.99,80.73,78.08,160.58,130.31,55.31
7/27/2018,469.3,8184.21,80.78,78.1,158.16,129.42,55.39
7/28/2018,468.12,8228.9,N/A,N/A,N/A,N/A,N/A
7/29/2018,466.01,8216.34,N/A,N/A,N/A,N/A,N/A
7/30/2018,456.46,8170.01,80.71,78.13,156.97,128.64,55.42
7/31/2018,432.35,7727.27,80.82,78.13,158.5,129.27,55.48
8/1/2018,419.6,7603.99,80.5,78.01,158.56,129.14,55.23
8/2/2018,410.71,7533.92,80.56,78.06,159.91,129.82,54.81
8/3/2018,417.8,7414.08,80.78,78.09,159.77,130.39,54.94
8/4/2018,407,7005,N/A,N/A,N/A,N/A,N/A
8/5/2018,408.83,7030.01,N/A,N/A,N/A,N/A,N/A
8/6/2018,404.99,6938,80.84,78.11,160.7,130.87,54.7
8/7/2018,378.08,6718.22,80.67,78.04,161.05,131.32,55.01
8/8/2018,355.7,6282.5,80.66,78.05,160.74,131.27,55.02
8/9/2018,363.99,6546.45,80.78,78.05,160.98,131.12,54.87
8/10/2018,330.99,6146.01,81.03,78.15,160.47,130.26,53.83
8/11/2018,318.02,6235.56,N/A,N/A,N/A,N/A,N/A
8/12/2018,318.15,6316.01,N/A,N/A,N/A,N/A,N/A
8/13/2018,284.11,6253.67,81.01,78.16,159.52,129.73,53.42
8/14/2018,279.4,6195.01,81,78.17,161.1,130.54,53.52
8/15/2018,281.21,6269.01,81.15,78.22,159.47,129.57,52.65
8/16/2018,286.67,6315.9,81.19,78.21,160.76,130.61,52.96
8/17/2018,317.54,6585.49,81.19,78.24,161.64,131.04,53.31
8/18/2018,296.61,6396.64,N/A,N/A,N/A,N/A,N/A
8/19/2018,300.03,6489.53,N/A,N/A,N/A,N/A,N/A
8/20/2018,270.76,6258.74,81.42,78.32,162.08,131.37,53.55
8/21/2018,281.49,6475.89,81.34,78.31,163.67,131.64,53.94
8/22/2018,270.47,6359.99,81.4,78.33,163.95,131.61,54.22
8/23/2018,275.87,6526.36,81.4,78.3,163.5,131.36,53.71
8/24/2018,281.35,6690.88,81.45,78.3,164.41,132.23,54.21
8/25/2018,277.97,6737.52,N/A,N/A,N/A,N/A,N/A
8/26/2018,274.25,6709.98,N/A,N/A,N/A,N/A,N/A
8/27/2018,287.99,6911.9,81.29,78.27,165.05,133.23,54.92
8/28/2018,295.39,7071.01,81.15,78.24,165.21,133.29,54.82
8/29/2018,289,7030.9,81.09,78.23,165.82,134.05,55.07
8/30/2018,284.52,6983,81.22,78.26,165.23,133.47,54.38
8/31/2018,281.94,7015.01,81.23,78.29,165.66,133.48,54.15
9/1/2018,294.64,7191.08,N/A,N/A,N/A,N/A,N/A
9/2/2018,295.06,7295,N/A,N/A,N/A,N/A,N/A
9/3/2018,288.6,7256.98,N/A,N/A,N/A,N/A,N/A
9/4/2018,285.43,7360,80.93,78.15,165.29,133.28,53.5
9/5/2018,227.56,6687.96,80.88,78.19,164.76,132.89,53.01
9/6/2018,229.03,6495,81.06,78.22,163.93,132.5,52.9
9/7/2018,215.21,6395.01,80.78,78.07,163.66,132.18,52.52
9/8/2018,197,6188,N/A,N/A,N/A,N/A,N/A
9/9/2018,195.91,6235.01,N/A,N/A,N/A,N/A,N/A
9/10/2018,196.94,6300,80.78,78.09,164.14,132.45,52.58
9/11/2018,185.15,6282.53,80.6,78.03,164.48,132.94,52.66
9/12/2018,182.79,6326,80.7,78.04,164.43,132.95,52.86
9/13/2018,211.39,6485.99,80.73,78.06,164.69,133.73,53.33
9/14/2018,210,6478.04,80.59,78.02,165.3,133.79,53.32
9/15/2018,221.69,6518.68,N/A,N/A,N/A,N/A,N/A
9/16/2018,220.19,6498,N/A,N/A,N/A,N/A,N/A
9/17/2018,195.97,6250.7,80.61,78.05,163.5,133.03,53.28
9/18/2018,208.5,6335.7,80.37,77.97,164.31,133.73,53.82
9/19/2018,209.81,6386.94,80.25,77.96,163.59,133.88,54.13
9/20/2018,224.41,6493.11,80.34,77.96,164.83,134.91,54.69
9/21/2018,247.76,6750,80.35,77.99,164.29,134.81,54.72
9/22/2018,240.71,6707.33,N/A,N/A,N/A,N/A,N/A
9/23/2018,244.35,6696.99,N/A,N/A,N/A,N/A,N/A
9/24/2018,228.01,6582.09,80.26,77.95,163.47,134.38,54.38
9/25/2018,219.19,6436.89,80.19,77.95,163.65,134.23,54.69
9/26/2018,214.15,6455.66,80.4,77.99,162.32,133.75,54.45
9/27/2018,229,6680.01,80.45,78,162.5,134.19,54.39
9/28/2018,220.67,6620.01,80.48,78.03,162.58,133.51,54
9/29/2018,231.01,6581,N/A,N/A,N/A,N/A,N/A
9/30/2018,232.27,6605,N/A,N/A,N/A,N/A,N/A
10/1/2018,230.4,6572.83,80.19,77.86,160.95,133.96,54.09
10/2/2018,224.85,6498.46,80.28,77.88,159.68,133.92,53.76
10/3/2018,219.01,6466.03,79.89,77.77,160.64,134.06,53.56
10/4/2018,221,6547.45,79.69,77.73,158.49,132.96,52.82
10/5/2018,226.89,6593.94,79.53,77.71,157.19,132.2,52.54
10/6/2018,223.85,6552.43,N/A,N/A,N/A,N/A,N/A
10/7/2018,224.82,6570,N/A,N/A,N/A,N/A,N/A
10/8/2018,227.68,6608.07,79.5,77.73,156.83,132.08,52.34
10/9/2018,226.15,6589.48,79.61,77.75,156,131.91,52.16
10/10/2018,223.61,6524.56,79.64,77.76,151.59,127.61,50.9
10/11/2018,188.32,6154.69,79.83,77.8,148.67,124.92,50.22
10/12/2018,194.1,6188.01,79.84,77.8,149.29,126.66,50.69
10/13/2018,196.72,6196,N/A,N/A,N/A,N/A,N/A
10/14/2018,191.87,6183.49,N/A,N/A,N/A,N/A,N/A
10/15/2018,204.53,6440.42,79.83,77.82,149.83,126.02,50.48
10/16/2018,205.43,6457.11,79.85,77.83,153.62,128.71,51.45
10/17/2018,203.21,6443.7,79.63,77.77,153.18,128.73,51.02
10/18/2018,199.2,6394.96,79.73,77.83,150.6,126.92,50.17
10/19/2018,200,6382.99,79.65,77.8,149.26,126.73,50.46
10/20/2018,202.69,6414,N/A,N/A,N/A,N/A,N/A
10/21/2018,202.12,6415.88,N/A,N/A,N/A,N/A,N/A
10/22/2018,201.25,6407.65,79.65,77.78,148.67,126.21,50.38
10/23/2018,201.12,6395.14,79.77,77.84,147.36,125.54,49.85
10/24/2018,200.68,6415.98,80.09,77.98,142.38,121.69,48.46
10/25/2018,199.65,6395.58,79.92,77.92,145.09,123.98,49.08
10/26/2018,200.7,6404.87,80.2,78.06,143.1,121.76,48.67
10/27/2018,201.46,6409.12,N/A,N/A,N/A,N/A,N/A
10/28/2018,202.43,6403.62,N/A,N/A,N/A,N/A,N/A
10/29/2018,194.31,6266,80.14,78.01,142.45,120.98,48.39
10/30/2018,195.35,6267.63,80.02,77.97,145.09,122.9,48.97
10/31/2018,196.95,6304.18,79.89,77.94,146.13,124.28,49.38
11/1/2018,197.96,6344,79.75,77.85,148.89,125.6,50.28
11/2/2018,199.75,6349.8,79.46,77.74,149.19,124.84,50.56
11/3/2018,198.35,6331.96,N/A,N/A,N/A,N/A,N/A
11/4/2018,210.06,6423.28,N/A,N/A,N/A,N/A,N/A
11/5/2018,208.53,6404,79.52,77.78,149.3,125.52,50.57
11/6/2018,218.65,6448.5,79.49,77.72,149.97,126.28,50.68
11/7/2018,216.84,6503.12,79.52,77.7,152.5,128.97,51.36
11/8/2018,210.34,6406.24,79.35,77.67,151.91,128.72,50.78
11/9/2018,208.01,6334.89,79.58,77.75,149.86,127.53,50.25
11/10/2018,210.29,6347.42,N/A,N/A,N/A,N/A,N/A
11/11/2018,209.88,6357.6,N/A,N/A,N/A,N/A,N/A
11/12/2018,208.77,6327.87,79.68,77.82,147.13,125.06,49.45
11/13/2018,203.2,6259.34,79.69,77.82,146.9,124.85,49.71
11/14/2018,177.79,5605.46,79.75,77.88,145.84,123.98,49.86
11/15/2018,178.89,5579.52,79.78,77.92,147.69,125.34,50.22
11/16/2018,172.4,5512.24,79.96,78,148,125.6,50.22
11/17/2018,172.49,5504.17,N/A,N/A,N/A,N/A,N/A
11/18/2018,175.87,5560,N/A,N/A,N/A,N/A,N/A
11/19/2018,145.21,4733.5,79.95,78.05,145.05,123.48,49.79
11/20/2018,127.55,4349.23,79.93,78,142.6,121.23,48.78
11/21/2018,134.73,4545.11,79.95,77.98,144.42,121.72,49.53
11/22/2018,123.25,4265.36,N/A,N/A,N/A,N/A,N/A
11/23/2018,121.44,4283.8,N/A,N/A,N/A,N/A,N/A
11/24/2018,110.16,3774.99,N/A,N/A,N/A,N/A,N/A
11/25/2018,114.3,3936.69,N/A,N/A,N/A,N/A,N/A
11/26/2018,106.95,3731.32,79.9,77.97,146.32,122.81,49.87
11/27/2018,108.7,3775,79.92,77.98,145.23,123.21,49.75
11/28/2018,121.94,4225.03,80.01,78.06,148.58,126.05,50.61
11/29/2018,116.38,4248,80.04,78.07,148.41,125.82,50.36
11/30/2018,111.65,3976,80.09,78.08,149.33,126.66,50.21
12/1/2018,116.82,4142.01,N/A,N/A,N/A,N/A,N/A
12/2/2018,114.76,4103.19,N/A,N/A,N/A,N/A,N/A
12/3/2018,107.21,3833.47,80.05,77.91,150.88,128.28,50.93
12/4/2018,108.61,3901.84,80.2,77.94,145.13,124.14,49.69
12/5/2018,100.76,3694.39,N/A,N/A,N/A,N/A,N/A
12/6/2018,89.09,3433.26,80.36,78.03,144.92,124.01,49.28
12/7/2018,92.45,3380.01,80.58,78.11,141.91,121.1,48.64
12/8/2018,89.99,3401,N/A,N/A,N/A,N/A,N/A
12/9/2018,92.79,3531.18,N/A,N/A,N/A,N/A,N/A
12/10/2018,89.23,3410.15,80.58,78.17,141.25,121.3,48.22
12/11/2018,86.96,3349.36,80.53,78.14,141.06,121.29,48.38
12/12/2018,89.09,3430.24,80.41,78.11,142.15,121.96,49.14
12/13/2018,85.35,3265,80.55,78.19,140.44,121.85,49.07
12/14/2018,83,3195.71,80.61,78.24,138.49,119.63,48.39
12/15/2018,83.03,3183,N/A,N/A,N/A,N/A,N/A
12/16/2018,83.74,3195,N/A,N/A,N/A,N/A,N/A
12/17/2018,93.79,3496.82,80.79,78.35,135.08,117.11,47.98
12/18/2018,101,3667.77,80.95,78.43,135.11,117.14,48.04
12/19/2018,99.34,3682.51,80.98,78.43,132.71,115.3,47.49
12/20/2018,114.52,4075.34,80.85,78.41,130.48,113.54,47.43
12/21/2018,107.74,3839.06,80.92,78.48,127.52,111.18,46.7
12/22/2018,116.09,3980.46,N/A,N/A,N/A,N/A,N/A
12/23/2018,129.61,3944.93,N/A,N/A,N/A,N/A,N/A
12/24/2018,139.09,4034,N/A,N/A,N/A,N/A,N/A
12/25/2018,128.82,3780,N/A,N/A,N/A,N/A,N/A
12/26/2018,130.47,3809.88,80.54,78.23,129.89,112.95,46.84
12/27/2018,114.63,3589.89,80.7,78.34,130.61,113.87,46.85
12/28/2018,136.82,3888.06,81.07,78.48,130.75,113.81,47.11
12/29/2018,134.15,3729.31,N/A,N/A,N/A,N/A,N/A
12/30/2018,138.78,3829,N/A,N/A,N/A,N/A,N/A
12/31/2018,130.53,3691.86,81.29,78.57,131.99,114.86,47.22
1/1/2019,139.75,3826.1,N/A,N/A,N/A,N/A,N/A
1/2/2019,153.5,3890.79,81.48,78.64,131.88,114.88,47.13
1/3/2019,147.23,3787.57,81.89,78.82,129.63,112.08,46.6
1/4/2019,153.24,3820.25,81.52,78.62,134.23,115.94,48.12
1/5/2019,154.21,3798.62,N/A,N/A,N/A,N/A,N/A
1/6/2019,155.92,4040.99,N/A,N/A,N/A,N/A,N/A
1/7/2019,150.62,4006.01,81.44,78.53,136.46,116.82,48.27
1/8/2019,148.97,3993.86,81.31,78.46,138.61,117.95,48.62
1/9/2019,149.5,4004.12,81.46,78.53,139.83,118.53,49.27
1/10/2019,126.41,3626.12,81.38,78.55,140.81,119.03,49.43
1/11/2019,125.83,3635.69,81.59,78.62,141.01,118.99,49.11
1/12/2019,124.59,3619.41,N/A,N/A,N/A,N/A,N/A
1/13/2019,115.58,3514.24,N/A,N/A,N/A,N/A,N/A
1/14/2019,128.37,3664.19,81.56,78.64,140,118.3,48.9
1/15/2019,120,3580.76,81.53,78.69,141.16,119.65,49.21
1/16/2019,122.12,3609.71,81.5,78.63,142.07,119.91,49.41
1/17/2019,122.55,3640.65,81.49,78.59,143.38,120.86,49.63
1/18/2019,119.53,3607.85,81.42,78.59,145.2,122.44,50.03
1/19/2019,123.17,3682.65,N/A,N/A,N/A,N/A,N/A
1/20/2019,117.43,3536.19,N/A,N/A,N/A,N/A,N/A
1/21/2019,115.86,3531.76,N/A,N/A,N/A,N/A,N/A
1/22/2019,118.08,3577.03,81.58,78.65,142.98,120.83,49.27
1/23/2019,116.55,3553.01,81.62,78.69,142.7,121.01,49.57
1/24/2019,116.4,3568.97,81.86,78.77,143.73,121.17,49.75
1/25/2019,114.95,3562.17,81.74,78.71,145.53,122.22,50.3
1/26/2019,115.01,3556.07,N/A,N/A,N/A,N/A,N/A
1/27/2019,111.35,3531.02,N/A,N/A,N/A,N/A,N/A
1/28/2019,105.47,3429.95,81.76,78.7,145.12,121.27,50.03
1/29/2019,104.02,3397.42,81.95,78.79,145,121.08,50.13
1/30/2019,107.61,3437.55,82.22,78.9,146.47,123.05,50.73
1/31/2019,105.79,3411.5,82.6,79.06,147.45,124.12,50.84
2/1/2019,105.88,3437.5,82.13,78.74,148.1,124.22,50.76
2/2/2019,109.3,3468.43,N/A,N/A,N/A,N/A,N/A
2/3/2019,105.94,3414.78,N/A,N/A,N/A,N/A,N/A
2/4/2019,106.08,3409.57,81.97,78.7,149.58,125.07,50.93
2/5/2019,106,3428.4,82.12,78.75,150.09,125.63,51.38
2/6/2019,103.36,3367.36,82.14,78.78,149.9,125.44,51.02
2/7/2019,103.21,3359,82.26,78.84,148.86,124.27,50.35
2/8/2019,117.96,3621.99,82.38,78.9,149.12,124.43,50.16
2/9/2019,118.06,3623.73,N/A,N/A,N/A,N/A,N/A
2/10/2019,123.94,3648.84,N/A,N/A,N/A,N/A,N/A
2/11/2019,119.55,3590.36,82.29,78.85,150.01,124.52,50.06
2/12/2019,120.82,3588.06,82.25,78.85,151.78,126.13,50.59
2/13/2019,120.74,3576.68,82.13,78.8,152.22,126.51,50.52
2/14/2019,119.39,3561.5,82.32,78.88,152.42,126.21,50.54
2/15/2019,120.42,3566.59,82.32,78.88,154.31,127.6,51.05
2/16/2019,121.56,3582.37,N/A,N/A,N/A,N/A,N/A
2/17/2019,132.34,3625.08,N/A,N/A,N/A,N/A,N/A
2/18/2019,144.62,3867,N/A,N/A,N/A,N/A,N/A
2/19/2019,142.69,3888.01,82.39,78.91,154.52,127.84,51.32
2/20/2019,147.19,3938.99,82.36,78.92,154.93,128.03,51.56
2/21/2019,144.21,3897.71,82.22,78.88,154.37,127.61,51.4
2/22/2019,146.68,3942.02,82.45,78.98,155.85,128.39,51.72
2/23/2019,157.56,4110,N/A,N/A,N/A,N/A,N/A
2/24/2019,131.76,3734.22,N/A,N/A,N/A,N/A,N/A
2/25/2019,137.64,3818.79,82.42,78.95,155.89,128.58,51.95
2/26/2019,135.66,3799.48,82.58,79.04,154.79,128.5,52.13
2/27/2019,134.46,3799.91,82.41,79,155.23,128.47,51.88
2/28/2019,134.48,3792.14,82.31,78.97,154.61,128.19,51.67
3/1/2019,134.72,3806.17,81.88,78.76,156,129.04,51.81
3/2/2019,132.32,3809.7,N/A,N/A,N/A,N/A,N/A
3/3/2019,129.78,3786.93,N/A,N/A,N/A,N/A,N/A
3/4/2019,125.24,3700.72,82.07,78.81,154.77,128.52,51.75
3/5/2019,136.3,3844.59,82.13,78.83,154.28,128.35,51.85
3/6/2019,137,3851.89,82.3,78.9,151.84,127.5,51.68
3/7/2019,136.21,3857.05,82.52,79.01,150.64,126.5,50.99
3/8/2019,132.75,3843.12,82.59,79.04,150.35,126.26,50.88
3/9/2019,136.41,3917,N/A,N/A,N/A,N/A,N/A
3/10/2019,134.66,3900.92,N/A,N/A,N/A,N/A,N/A
3/11/2019,132.05,3849.68,82.6,79.03,152.74,128.1,51.48
3/12/2019,132.8,3860,82.79,79.09,153.03,128.52,51.56
3/13/2019,131.16,3851.02,82.77,79.09,153.78,129.4,51.88
3/14/2019,131.4,3853.95,82.64,79.09,153.38,129.33,51.8
3/15/2019,135.99,3902.8,82.9,79.14,153.75,129.95,52.33
3/16/2019,140.48,3990,N/A,N/A,N/A,N/A,N/A
3/17/2019,138.07,3967.01,N/A,N/A,N/A,N/A,N/A
3/18/2019,137.01,3970.5,82.82,79.13,154.62,130.45,52.63
3/19/2019,138.1,4000.85,82.82,79.12,153.85,130.47,52.68
3/20/2019,138.73,4033,83.32,79.28,152.7,130.01,52.69
3/21/2019,134.41,3972.76,83.3,79.27,154.81,131.5,52.7
3/22/2019,135.87,3983.78,83.8,79.47,150.04,128.99,51.57
3/23/2019,136.52,3983.43,N/A,N/A,N/A,N/A,N/A
3/24/2019,135.37,3969.52,N/A,N/A,N/A,N/A,N/A
3/25/2019,133.01,3908.01,83.93,79.57,150.31,128.84,51.45
3/26/2019,133.28,3922.42,83.96,79.6,151.93,129.78,51.75
3/27/2019,139.27,4026.53,84.08,79.65,151.24,129.15,51.59
3/28/2019,137.46,4011.17,84.08,79.63,152.16,128.92,51.62
3/29/2019,142.83,4091.01,83.93,79.59,152.8,129.8,51.9
3/30/2019,142.12,4094.14,N/A,N/A,N/A,N/A,N/A
3/31/2019,141.2,4095,N/A,N/A,N/A,N/A,N/A
4/1/2019,141,4137.01,83.38,79.3,154.71,131.28,52.57
4/2/2019,164.69,4901.93,83.48,79.34,154.45,131.31,52.62
4/3/2019,161.33,4975.07,83.35,79.29,155.19,131.58,52.95
4/4/2019,157.4,4906.49,83.42,79.32,155.64,131.81,53
4/5/2019,166.08,5040.66,83.47,79.33,156.93,132.46,53.14
4/6/2019,165.79,5049.22,N/A,N/A,N/A,N/A,N/A
4/7/2019,174.84,5190.2,N/A,N/A,N/A,N/A,N/A
4/8/2019,180.74,5285.54,83.39,79.31,156.81,132.59,53.13
4/9/2019,175.83,5193.49,83.5,79.35,155.06,131.86,52.96
4/10/2019,177.55,5320.81,83.72,79.41,156.81,132.35,53.12
4/11/2019,164.92,5041.32,83.64,79.36,156.9,132.38,52.94
4/12/2019,164.27,5078.18,83.38,79.25,157.78,133.23,53.34
4/13/2019,163.75,5066.22,N/A,N/A,N/A,N/A,N/A
4/14/2019,168.11,5164,N/A,N/A,N/A,N/A,N/A
4/15/2019,160.24,5029.99,83.41,79.26,157.41,133.2,53.29
4/16/2019,166.38,5204.92,83.22,79.21,157.51,133.24,53.49
4/17/2019,166.54,5227,83.2,79.23,155.99,132.89,53.55
4/18/2019,174.15,5282.32,83.35,79.28,156.01,133.12,53.51
4/19/2019,173.83,5290.36,N/A,N/A,N/A,N/A,N/A
4/20/2019,173.73,5319.89,N/A,N/A,N/A,N/A,N/A
4/21/2019,169.9,5297.64,N/A,N/A,N/A,N/A,N/A
4/22/2019,171.58,5387.6,83.27,79.25,155.45,133.26,53.41
4/23/2019,171.07,5532.85,83.41,79.35,157.76,134.47,53.54
4/24/2019,165.75,5443.14,83.7,79.43,158.26,134.19,53.03
4/25/2019,151.95,5125.3,83.62,79.41,156.97,134.11,52.94
4/26/2019,153.41,5159.51,83.82,79.5,158.38,134.75,53.22
4/27/2019,155.66,5170.6,N/A,N/A,N/A,N/A,N/A
4/28/2019,153.19,5155,N/A,N/A,N/A,N/A,N/A
4/29/2019,152.36,5148.25,83.68,79.46,158.75,134.94,53.35
4/30/2019,160.4,5267.43,83.82,79.56,158.28,135.03,53.34
5/1/2019,158.39,5321.15,83.57,79.32,156.69,134.02,53.06
5/2/2019,158.7,5390.01,83.35,79.26,157.1,133.73,52.98
5/3/2019,164.91,5657.4,83.49,79.3,159.74,135.05,53.52
5/4/2019,161.85,5770.01,N/A,N/A,N/A,N/A,N/A
5/5/2019,161.25,5715.86,N/A,N/A,N/A,N/A,N/A
5/6/2019,171.07,5687.9,83.66,79.38,159.65,134.48,52.87
5/7/2019,166.34,5743.3,83.88,79.45,156.55,132.28,51.97
5/8/2019,169.58,5943.6,83.65,79.4,156.01,132.06,52.02
5/9/2019,170.11,6153.09,83.81,79.45,155.6,131.68,51.6
5/10/2019,172.21,6343.14,83.79,79.46,155.9,132.27,51.98
5/11/2019,193.99,7223.21,N/A,N/A,N/A,N/A,N/A
5/12/2019,188.23,6979.76,N/A,N/A,N/A,N/A,N/A
5/13/2019,196.51,7825.41,84.1,79.61,151.23,128.98,50.68
5/14/2019,217.6,7990.92,84.01,79.59,153.04,130.12,51.19
5/15/2019,249.12,8204.24,84.27,79.67,153.63,130.97,51.35
5/16/2019,264.39,7878.96,84.14,79.62,154.71,132.19,51.59
5/17/2019,244.59,7361.1,84.17,79.62,152.94,131.37,51.16
5/18/2019,234.03,7262.4,N/A,N/A,N/A,N/A,N/A
5/19/2019,261.089,8196.59,N/A,N/A,N/A,N/A,N/A
5/20/2019,252.22,7999.54,84.01,79.59,151.56,130.48,50.96
5/21/2019,254.74,7951.7,83.95,79.53,153.72,131.61,51.3
5/22/2019,243.32,7626.48,84.13,79.59,152.41,131.27,51.13
5/23/2019,245.64,7881.98,84.45,79.76,149.9,129.61,50.61
5/24/2019,249.83,8002.21,84.45,79.74,150.83,129.87,51.02
5/25/2019,251.55,8063.81,N/A,N/A,N/A,N/A,N/A
5/26/2019,268.8,8731.96,N/A,N/A,N/A,N/A,N/A
5/27/2019,272.65,8768.62,N/A,N/A,N/A,N/A,N/A
5/28/2019,271.15,8715.36,84.76,79.84,149.54,128.7,50.7
5/29/2019,269.39,8662.44,84.7,79.88,148.53,127.83,50.53
5/30/2019,254.47,8279.69,84.99,79.94,148.46,128.2,50.71
5/31/2019,267.56,8566.04,85.4,80.13,146.92,126.47,50.45
6/1/2019,264.78,8558.95,N/A,N/A,N/A,N/A,N/A
6/2/2019,269.23,8736.54,N/A,N/A,N/A,N/A,N/A
6/3/2019,250.89,8107.96,85.44,80.19,147.23,126.05,50.76
6/4/2019,240.93,7670.96,85.35,80.13,150.88,128.83,51.26
6/5/2019,246.32,7789.48,85.47,80.21,151.4,129.98,51.14
6/6/2019,249.85,7802.57,85.4,80.12,151.57,130.77,51.26
6/7/2019,249.49,7998.13,85.68,80.23,152.51,132.09,51.85
6/8/2019,244.3,7930.14,N/A,N/A,N/A,N/A,N/A
6/9/2019,231.3,7635.06,N/A,N/A,N/A,N/A,N/A
6/10/2019,247.29,8015.69,85.4,80.13,153.47,132.76,52.06
6/11/2019,245.11,7918.17,85.39,80.11,153.09,132.7,52.4
6/12/2019,262.92,8176.02,85.5,80.19,153.12,132.4,51.94
6/13/2019,255.25,8239.04,85.75,80.26,154.38,133.08,52
6/14/2019,263.79,8697.45,85.77,80.28,153.08,132.85,51.58
6/15/2019,269.29,8860.23,N/A,N/A,N/A,N/A,N/A
6/16/2019,268.33,8978.66,N/A,N/A,N/A,N/A,N/A
6/17/2019,273.97,9331.75,85.72,80.26,153.69,132.93,51.63
6/18/2019,264.07,9071.95,85.96,80.3,155.41,134.27,52.45
6/19/2019,268.79,9277.29,86.26,80.5,156.04,134.71,52.8
6/20/2019,271.82,9531.21,86.5,80.56,156.83,135.97,53.36
6/21/2019,296.25,10220,86.26,80.49,155.74,135.74,52.54
6/22/2019,308.49,10666.8,N/A,N/A,N/A,N/A,N/A
6/23/2019,307.48,10833,N/A,N/A,N/A,N/A,N/A
6/24/2019,311,11032.3,86.47,80.54,154.3,135.47,52.59
6/25/2019,317.27,11755.5,86.5,80.59,153.27,134.19,52.22
