Date,ETH,BTC,BIV,BSV,VB,VV,VXUS
6/26/2019,334.36,12927.4,86.21,80.48,152.85,133.98,52.38
6/27/2019,293.47,11159.2,86.49,80.56,154.67,133.99,52.55
6/28/2019,309.49,12360.4,86.5,80.53,156.66,134.72,52.75
6/29/2019,317,11865.2,N/A,N/A,N/A,N/A,N/A
6/30/2019,290.07,10760.1,N/A,N/A,N/A,N/A,N/A
7/1/2019,294.15,10577.6,86.33,80.36,157.47,135.82,53.06
7/2/2019,291.25,10829.1,86.54,80.45,156.95,136.17,53.25
7/3/2019,301.81,11976,N/A,N/A,N/A,N/A,N/A
7/4/2019,282.8,11137.8,N/A,N/A,N/A,N/A,N/A
7/5/2019,288,11004.5,86.2,80.26,158.6,137.12,53.09
7/6/2019,287.57,11237.7,N/A,N/A,N/A,N/A,N/A
7/7/2019,306.67,11474.4,N/A,N/A,N/A,N/A,N/A
7/8/2019,313.24,12293.5,86.1,80.21,157.18,136.38,52.76
7/9/2019,307.92,12561,86.02,80.18,157.34,136.61,52.56
7/10/2019,288.64,12097.9,86.14,80.31,157.63,137.23,52.8
7/11/2019,268.68,11349,85.85,80.23,157.21,137.56,52.83
7/12/2019,275.55,11802,85.93,80.3,158.44,138.23,52.87
7/13/2019,269.04,11370.1,N/A,N/A,N/A,N/A,N/A
7/14/2019,225.76,10195.6,N/A,N/A,N/A,N/A,N/A
7/15/2019,228.28,10854.4,85.99,80.27,157.95,138.28,52.96
7/16/2019,198.89,9422.71,85.87,80.23,157.89,137.8,52.79
7/17/2019,211.4,9696.31,86.25,80.36,156.8,136.93,52.69
7/18/2019,226.31,10651.4,86.42,80.49,157.36,137.42,52.86
7/19/2019,220.96,10518.5,86.3,80.38,156.64,136.63,52.69
7/20/2019,228.89,10761,N/A,N/A,N/A,N/A,N/A
7/21/2019,225.64,10590.7,N/A,N/A,N/A,N/A,N/A
7/22/2019,216.77,10323.3,86.34,80.43,156.64,136.99,52.77
7/23/2019,211.93,9840.12,86.33,80.43,157.96,137.87,53
7/24/2019,217,9767.87,86.43,80.44,160.07,138.58,53
7/25/2019,219.31,9883.34,86.29,80.39,158.42,137.93,52.51
7/26/2019,219.35,9843,86.32,80.36,159.98,138.83,52.65
7/27/2019,206.57,9479.98,N/A,N/A,N/A,N/A,N/A
7/28/2019,211.5,9532.99,N/A,N/A,N/A,N/A,N/A
7/29/2019,210.69,9495,86.39,80.39,159.03,138.59,52.67
7/30/2019,209.83,9589.01,86.3,80.4,160.23,138.25,52.1
7/31/2019,218.7,10086.3,86.37,80.4,158.54,136.76,51.7
8/1/2019,217.55,10405.9,86.95,80.53,156.11,135.55,51.32
8/2/2019,217.8,10533,87.04,80.55,154.53,134.52,50.94
8/3/2019,222.14,10820.7,N/A,N/A,N/A,N/A,N/A
8/4/2019,222.96,10977.5,N/A,N/A,N/A,N/A,N/A
8/5/2019,233,11819.4,87.53,80.76,149.96,130.46,49.55
8/6/2019,225.81,11465.4,87.69,80.79,151.73,132.19,49.97
8/7/2019,225.8,11983.7,87.66,80.8,152.12,132.44,50.19
8/8/2019,220.81,11982.4,87.82,80.8,155.28,134.93,50.77
8/9/2019,210.27,11856.1,87.61,80.74,153.4,134.06,50.38
8/10/2019,206.13,11280.9,N/A,N/A,N/A,N/A,N/A
8/11/2019,216.05,11540.7,N/A,N/A,N/A,N/A,N/A
8/12/2019,211.1,11389.3,87.98,80.86,151.26,132.43,49.89
8/13/2019,208.58,10868.5,87.72,80.74,152.99,134.37,50.44
8/14/2019,186.3,9971.71,88.06,80.82,148.62,130.49,49.02
8/15/2019,187.97,10300,88.51,81.01,148.51,130.76,49.2
8/16/2019,185.26,10352.7,88.41,81.02,151.39,132.76,49.82
8/17/2019,185.59,10215.2,N/A,N/A,N/A,N/A,N/A
8/18/2019,194.74,10315.4,N/A,N/A,N/A,N/A,N/A
8/19/2019,202.32,10920,88.16,80.94,152.75,134.26,50.06
8/20/2019,196.16,10769,88.54,81.05,151.71,133.3,49.96
8/21/2019,187.37,10130,88.38,80.98,152.94,134.41,50.34
8/22/2019,191.13,10107.1,88.28,80.93,152.82,134.36,50.15
8/23/2019,194.59,10410.8,88.65,81.08,148.81,130.94,49.47
8/24/2019,190.89,10147.9,N/A,N/A,N/A,N/A,N/A
8/25/2019,186.32,10140.9,N/A,N/A,N/A,N/A,N/A
8/26/2019,188.3,10361.6,88.55,81.05,150.11,132.31,49.85
8/27/2019,186.94,10171.8,88.95,81.15,148.45,131.76,49.8
8/28/2019,172.79,9714.31,88.9,81.16,149.82,132.72,49.9
8/29/2019,168.82,9495,88.8,81.12,152.31,134.43,50.31
8/30/2019,168.21,9582.42,88.84,81.16,152.25,134.34,50.58
8/31/2019,172.11,9600.86,N/A,N/A,N/A,N/A,N/A
9/1/2019,171.29,9766.52,N/A,N/A,N/A,N/A,N/A
9/2/2019,178.8,10381.2,N/A,N/A,N/A,N/A,N/A
9/3/2019,179.08,10628.4,88.73,81.07,150.32,133.53,50.38
9/4/2019,174.82,10582.2,88.91,81.13,151.91,135.03,51.14
9/5/2019,174,10574.7,88.4,80.94,154.42,136.82,51.53
9/6/2019,169.55,10306.9,88.44,80.94,154.04,136.92,51.69
9/7/2019,178.08,10484.3,N/A,N/A,N/A,N/A,N/A
9/8/2019,181.15,10398.9,N/A,N/A,N/A,N/A,N/A
9/9/2019,180.63,10310,88.08,80.83,154.76,136.85,51.75
9/10/2019,179.17,10084.1,87.55,80.65,155.65,136.9,51.84
9/11/2019,178.3,10160.2,87.44,80.62,157.87,137.8,52.13
9/12/2019,180.89,10423.7,87.32,80.53,157.99,138.25,52.43
9/13/2019,181.65,10367.4,86.72,80.39,157.88,138.15,52.73
9/14/2019,188.85,10360.2,N/A,N/A,N/A,N/A,N/A
9/15/2019,189.3,10304.4,N/A,N/A,N/A,N/A,N/A
9/16/2019,197.59,10262.5,87.02,80.5,158.01,137.29,52.31
9/17/2019,207.95,10185.3,87.19,80.56,157.8,137.6,52.47
9/18/2019,210.27,10155.2,87.27,80.57,157.15,137.73,52.37
9/19/2019,222.89,10287.7,87.3,80.58,156.66,137.72,52.45
9/20/2019,218.06,10168.8,87.68,80.64,156.32,137.03,52.4
9/21/2019,214.8,9975.12,N/A,N/A,N/A,N/A,N/A
9/22/2019,211.51,10026.8,N/A,N/A,N/A,N/A,N/A
9/23/2019,200.89,9693.75,87.78,80.71,156.36,137.08,52.34
9/24/2019,166.26,8530.01,88.11,80.84,154.41,135.88,51.76
9/25/2019,169.98,8438.35,87.64,80.65,155.71,136.71,51.72
9/26/2019,165.82,8068.2,87.78,80.72,154.53,136.44,51.77
9/27/2019,174.44,8193.99,87.84,80.74,153.32,135.59,51.46
9/28/2019,173.9,8217.46,N/A,N/A,N/A,N/A,N/A
9/29/2019,169.75,8052.4,N/A,N/A,N/A,N/A,N/A
9/30/2019,179.6,8304.95,88,80.79,153.89,136.33,51.66
10/1/2019,176.15,8322.73,87.95,80.77,151.29,134.65,51.19
10/2/2019,180.82,8381.71,88.2,80.93,149.41,132.26,50.39
10/3/2019,175.05,8240.41,88.52,81.14,150.42,133.43,50.78
10/4/2019,176.1,8156.67,88.73,81.11,152.08,135.19,51.12
10/5/2019,176.73,8147.63,N/A,N/A,N/A,N/A,N/A
10/6/2019,170.18,7859.79,N/A,N/A,N/A,N/A,N/A
10/7/2019,180.68,8209,88.47,81.03,151.51,134.69,50.95
10/8/2019,181.26,8180,88.63,81.1,149.04,132.52,50.52
10/9/2019,193.26,8590.01,88.33,81.02,150.04,133.78,50.92
10/10/2019,191.79,8587.5,88.05,80.91,150.59,134.66,51.3
10/11/2019,180.84,8267.33,87.67,80.78,153.19,136.12,52.12
10/12/2019,179.86,8309.03,N/A,N/A,N/A,N/A,N/A
10/13/2019,181.36,8282.96,N/A,N/A,N/A,N/A,N/A
10/14/2019,186.65,8355,87.86,80.79,152.56,135.95,51.91
10/15/2019,180.58,8162.44,87.55,80.72,154.01,137.34,52.45
10/16/2019,174.5,7993.54,87.74,80.79,153.68,137.06,52.56
10/17/2019,177.31,8076.2,87.69,80.8,155.01,137.44,52.7
10/18/2019,172.96,7954.16,87.82,80.85,154.47,136.84,52.6
10/19/2019,172.09,7965.28,N/A,N/A,N/A,N/A,N/A
10/20/2019,175.49,8236.04,N/A,N/A,N/A,N/A,N/A
10/21/2019,174.37,8209.92,87.54,80.77,155.47,137.78,52.92
10/22/2019,171.3,8024.72,87.68,80.81,155.3,137.27,52.87
10/23/2019,161.57,7474.85,87.72,80.81,155.42,137.6,53.06
10/24/2019,160.67,7430.87,87.79,80.82,155.64,137.94,53.15
10/25/2019,181.66,8668,87.66,80.76,156.31,138.58,53.26
10/26/2019,180.03,9259.78,N/A,N/A,N/A,N/A,N/A
10/27/2019,184.41,9548.84,N/A,N/A,N/A,N/A,N/A
10/28/2019,182.28,9219.94,87.4,80.67,157.48,139.37,53.49
10/29/2019,191.1,9430.79,87.39,80.68,157.8,139.27,53.4
10/30/2019,183.38,9164.45,87.67,80.79,157.54,139.69,53.6
10/31/2019,182.72,9159.48,88.11,80.97,156.43,139.29,53.43
11/1/2019,183.19,9253.12,87.86,80.79,158.8,140.64,53.95
11/2/2019,183.27,9308.51,N/A,N/A,N/A,N/A,N/A
11/3/2019,181.69,9206.52,N/A,N/A,N/A,N/A,N/A
11/4/2019,186.25,9412.53,87.55,80.67,159.79,141.14,54.26
11/5/2019,188.88,9309,87.18,80.56,159.98,140.96,54.35
11/6/2019,191.13,9341.27,87.39,80.64,159.27,140.94,54.26
11/7/2019,186.71,9205.76,86.93,80.48,159.41,141.46,54.47
11/8/2019,183.18,8763.01,86.78,80.5,160.14,141.83,54.34
11/9/2019,184.88,8810.76,N/A,N/A,N/A,N/A,N/A
11/10/2019,188.88,9038.2,N/A,N/A,N/A,N/A,N/A
11/11/2019,184.65,8721.54,86.82,80.5,160,141.62,54.16
11/12/2019,186.98,8795.77,86.89,80.51,159.96,141.89,54.1
11/13/2019,187.72,8758.34,87.1,80.6,159.55,141.93,53.9
11/14/2019,184.55,8635.01,87.39,80.67,159.83,142.18,53.84
11/15/2019,179.82,8457.48,87.38,80.65,161.03,143.19,54.2
11/16/2019,182.25,8480.79,N/A,N/A,N/A,N/A,N/A
11/17/2019,183.88,8500.01,N/A,N/A,N/A,N/A,N/A
11/18/2019,177.85,8168.84,87.51,80.74,160.73,143.3,54.23
11/19/2019,175.52,8123.36,87.54,80.75,161.02,143.33,54.19
11/20/2019,174.32,8082.96,87.8,80.77,160.52,142.84,53.91
11/21/2019,160.84,7616.46,87.57,80.71,159.73,142.61,53.81
11/22/2019,150.31,7298.18,87.65,80.7,160.11,142.98,53.92
11/23/2019,152,7330.98,N/A,N/A,N/A,N/A,N/A
11/24/2019,140.28,6908.64,N/A,N/A,N/A,N/A,N/A
11/25/2019,145.91,7127.01,87.7,80.72,162.63,144.03,54.32
11/26/2019,148.04,7172.15,87.84,80.78,163.18,144.38,54.32
11/27/2019,153,7523.72,87.73,80.71,164.26,145,54.44
11/28/2019,151.01,7432.12,N/A,N/A,N/A,N/A,N/A
11/29/2019,154.75,7760,N/A,N/A,N/A,N/A,N/A
11/30/2019,151.97,7551.99,N/A,N/A,N/A,N/A,N/A
12/1/2019,151.47,7404.27,N/A,N/A,N/A,N/A,N/A
12/2/2019,149.13,7305,87.26,80.59,161.28,143.23,53.74
12/3/2019,147.51,7298.2,87.79,80.75,160.68,142.29,53.56
12/4/2019,145.65,7213.61,87.64,80.69,161.79,143.16,54.02
12/5/2019,147.86,7394.99,87.53,80.63,161.85,143.37,54.02
12/6/2019,148.74,7540.87,87.34,80.57,163.38,144.65,54.48
12/7/2019,147.43,7500.03,N/A,N/A,N/A,N/A,N/A
12/8/2019,150.67,7529.21,N/A,N/A,N/A,N/A,N/A
12/9/2019,147.35,7341.49,87.36,80.59,162.73,144.18,54.2
12/10/2019,145.64,7226.98,87.31,80.52,162.52,144.08,54.3
12/11/2019,143.18,7194.13,87.56,80.64,162.54,144.44,54.66
12/12/2019,144.69,7189.41,87.13,80.49,163.92,145.65,55.2
12/13/2019,144.66,7248.23,87.5,80.64,163.34,145.67,55.43
12/14/2019,141.81,7071.01,N/A,N/A,N/A,N/A,N/A
12/15/2019,142.29,7112.63,N/A,N/A,N/A,N/A,N/A
12/16/2019,132.7,6884.75,87.32,80.55,164.34,146.74,55.96
12/17/2019,121.55,6615.8,87.32,80.57,164.88,146.73,55.89
12/18/2019,133.01,7294.81,87.16,80.58,165.29,146.78,55.93
12/19/2019,128.19,7150.01,87.17,80.63,165.93,147.45,55.9
12/20/2019,128.36,7182.77,87.24,80.57,166.62,148.12,55.92
12/21/2019,127.05,7143.01,N/A,N/A,N/A,N/A,N/A
12/22/2019,132.33,7515.3,N/A,N/A,N/A,N/A,N/A
12/23/2019,128.02,7323.21,86.99,80.41,166.74,148.31,55.38
12/24/2019,127.54,7232.76,N/A,N/A,N/A,N/A,N/A
12/25/2019,124.95,7195.81,N/A,N/A,N/A,N/A,N/A
12/26/2019,125.44,7195.96,87.2,80.47,166.27,148.31,55.63
12/27/2019,126.26,7240.4,87.32,80.57,165.76,148.26,55.9
12/28/2019,127.97,7300.42,N/A,N/A,N/A,N/A,N/A
12/29/2019,134.28,7389,N/A,N/A,N/A,N/A,N/A
12/30/2019,131.009,7220,87.34,80.63,165.26,147.44,55.47
12/31/2019,128.539,7177.36,87.22,80.61,165.64,147.84,55.69
1/1/2020,130.27,7177.57,N/A,N/A,N/A,N/A,N/A
1/2/2020,126.81,6946.33,87.41,80.67,165.93,149.21,56.31
1/3/2020,133.57,7308.09,87.82,80.74,165.33,148.12,55.62
1/4/2020,134.13,7347.49,N/A,N/A,N/A,N/A,N/A
1/5/2020,134.99,7342.49,N/A,N/A,N/A,N/A,N/A
1/6/2020,144.19,7770.88,87.64,80.71,165.55,148.73,55.7
1/7/2020,143.35,8168.44,87.58,80.73,165.18,148.36,55.6
1/8/2020,140.6,8045.51,87.49,80.67,165.71,149.1,55.7
1/9/2020,137.71,7813.78,87.58,80.68,166.08,150.15,55.95
1/10/2020,144.72,8170.27,87.69,80.72,165.54,149.7,55.88
1/11/2020,142.63,8021.84,N/A,N/A,N/A,N/A,N/A
1/12/2020,146.6,8165.21,N/A,N/A,N/A,N/A,N/A
1/13/2020,143.51,8104.5,87.65,80.68,166.9,150.76,56.3
1/14/2020,165.76,8822.71,87.75,80.7,167.47,150.54,56.31
1/15/2020,166.29,8808.81,87.91,80.74,167.86,150.9,56.16
1/16/2020,163.93,8714.76,87.84,80.73,169.81,152.2,56.46
1/17/2020,169.59,8899.42,87.83,80.74,169.41,152.64,56.64
1/18/2020,174.43,8909.32,N/A,N/A,N/A,N/A,N/A
1/19/2020,166.75,8697.53,N/A,N/A,N/A,N/A,N/A
1/20/2020,166.68,8619.52,N/A,N/A,N/A,N/A,N/A
1/21/2020,169.19,8722.03,88.06,80.83,168.53,152.42,56.02
1/22/2020,167.7,8653.84,88.13,80.88,168.42,152.51,56.2
1/23/2020,162.4,8385.21,88.28,80.94,168.55,152.69,56
1/24/2020,162.3,8427.26,88.48,80.98,166.58,151.25,55.68
1/25/2020,160.12,8326.81,N/A,N/A,N/A,N/A,N/A
1/26/2020,167.35,8595,N/A,N/A,N/A,N/A,N/A
1/27/2020,169.77,8895.95,88.8,81.1,164.35,148.95,54.46
1/28/2020,175.77,9394.5,88.72,81.04,166.05,150.43,54.87
1/29/2020,173.4,9290.62,88.96,81.17,165.51,150.3,54.9
1/30/2020,184.55,9503.08,89.09,81.16,165.46,150.88,54.7
1/31/2020,179.74,9334.98,89.41,81.33,162.3,148.23,53.8
2/1/2020,183.68,9382.65,N/A,N/A,N/A,N/A,N/A
2/2/2020,188.39,9323.5,N/A,N/A,N/A,N/A,N/A
2/3/2020,189.68,9290.23,89.1,81.16,163.74,149.46,53.9
2/4/2020,188.24,9164.33,88.77,81.03,166.31,151.79,54.85
2/5/2020,204,9613.82,88.58,80.96,168.23,153.29,55.35
2/6/2020,212.95,9763.01,88.6,80.96,167.77,153.84,55.48
2/7/2020,223.22,9808.04,88.89,81.08,166.01,153.09,54.93
2/8/2020,223.37,9905.64,N/A,N/A,N/A,N/A,N/A
2/9/2020,228.8,10168.8,N/A,N/A,N/A,N/A,N/A
2/10/2020,222.85,9851.78,89.07,81.12,167.06,154.2,55.04
2/11/2020,237.98,10270,88.91,81.06,168.24,154.56,55.44
2/12/2020,266.41,10351.1,88.77,81,169.4,155.47,55.84
2/13/2020,268.42,10236.4,88.82,81.03,169.83,155.39,55.41
2/14/2020,286.27,10371.3,88.95,81.09,169.74,155.63,55.38
2/15/2020,264.92,9911.21,N/A,N/A,N/A,N/A,N/A
2/16/2020,258.5,9921,N/A,N/A,N/A,N/A,N/A
2/17/2020,268.03,9700,N/A,N/A,N/A,N/A,N/A
2/18/2020,282.81,10188,89.11,81.13,169.25,155.37,55.04
2/19/2020,259.48,9600.08,89.06,81.1,169.99,156.13,55.3
2/20/2020,257.97,9622.89,89.22,81.16,170.48,155.47,54.85
2/21/2020,265.8,9700.35,89.52,81.25,168.43,153.92,54.56
2/22/2020,262.079,9668.23,N/A,N/A,N/A,N/A,N/A
2/23/2020,275.21,9966,N/A,N/A,N/A,N/A,N/A
2/24/2020,266.16,9660,89.86,81.45,163.43,148.71,52.54
2/25/2020,247.93,9304.99,90.05,81.52,157.97,144.24,51.82
2/26/2020,224.73,8778.29,90.02,81.56,155.9,143.61,51.92
2/27/2020,227.63,8812.49,90.08,81.67,150.15,137.13,50.44
2/28/2020,227.37,8708.89,90.92,81.95,148.45,136.17,50.25
2/29/2020,218.55,8556.58,N/A,N/A,N/A,N/A,N/A
3/1/2020,218.18,8522.33,N/A,N/A,N/A,N/A,N/A
3/2/2020,232.08,8915,90.63,81.87,152.6,142.5,50.8
3/3/2020,223.57,8757.84,91.53,82.23,149.07,138.52,50.34
3/4/2020,223.98,8760.66,91.62,82.33,153.78,144.34,51.64
3/5/2020,228.49,9060.93,91.9,82.4,148.56,139.55,50.4
3/6/2020,244.73,9145.77,92.22,82.51,145.58,137.16,49.65
3/7/2020,237.75,8901.37,N/A,N/A,N/A,N/A,N/A
3/8/2020,198.99,8033.54,N/A,N/A,N/A,N/A,N/A
3/9/2020,201.39,7934.52,91.91,82.5,131.72,126.56,45.73
3/10/2020,200.15,7884.87,90.79,82.08,136.33,132.85,47.5
3/11/2020,194.61,7938.05,89.67,81.79,127.56,126.16,45.14
3/12/2020,106.09,4857.1,88.12,81.57,114.12,114.3,40.29
3/13/2020,133.33,5637.6,88.62,81.46,122.64,124.45,42.85
3/14/2020,122.17,5165.25,N/A,N/A,N/A,N/A,N/A
3/15/2020,123.3,5342.64,N/A,N/A,N/A,N/A,N/A
3/16/2020,110.82,5024,89.35,81.03,106.6,109.53,38.08
3/17/2020,116.09,5331.72,87.25,80.81,111.09,116.88,40.05
3/18/2020,118.6,5413.64,85.16,79.99,101.38,110.67,37.33
3/19/2020,136.68,6186.95,83.77,78.67,104.42,110.66,37.75
3/20/2020,133.27,6201.61,84.65,80.23,101.42,105.92,37.62
3/21/2020,132.11,6198.78,N/A,N/A,N/A,N/A,N/A
3/22/2020,122.42,5834.78,N/A,N/A,N/A,N/A,N/A
3/23/2020,136.35,6499.12,86.91,80.95,98.45,102.61,36.75
3/24/2020,139,6766.65,86.72,81.22,108.47,112.59,39.83
3/25/2020,136.26,6690,87.8,81.9,111.89,114.24,41.27
3/26/2020,139,6759.85,88.18,81.86,118.06,120.11,42.89
3/27/2020,131.57,6372.36,88.67,81.8,114.46,116.75,41.41
3/28/2020,131.35,6251.82,N/A,N/A,N/A,N/A,N/A
3/29/2020,125.01,5902.05,N/A,N/A,N/A,N/A,N/A
3/30/2020,132.32,6406.4,89.08,81.95,116.79,120.46,42.18
3/31/2020,133.08,6445.67,89.33,82.18,115.44,118.43,41.96
4/1/2020,136.16,6664.85,89.05,81.85,108.43,113.24,40.36
4/2/2020,141.53,6805.12,89.09,81.97,109.19,115.75,41.29
4/3/2020,141.42,6741.99,89.07,81.78,106.26,114.04,40.43
4/4/2020,144.48,6874.77,N/A,N/A,N/A,N/A,N/A
4/5/2020,142.79,6794.49,N/A,N/A,N/A,N/A,N/A
4/6/2020,170.74,7341.56,88.97,81.91,114.97,121.64,42.5
4/7/2020,164.97,7209.62,89.23,81.98,115.63,121.83,42.79
4/8/2020,173.36,7370.11,89.49,82.14,121.24,125.97,43.21
4/9/2020,170.22,7293.24,90.6,82.57,125.77,127.99,43.9
4/10/2020,158.1,6871.91,N/A,N/A,N/A,N/A,N/A
4/11/2020,158.55,6889.65,N/A,N/A,N/A,N/A,N/A
4/12/2020,160.09,6908.13,N/A,N/A,N/A,N/A,N/A
4/13/2020,156.62,6861.21,90.69,82.51,122.4,126.8,43.74
4/14/2020,157.97,6877.37,90.7,82.61,125.15,130.59,44.51
4/15/2020,153.21,6624.12,91.27,82.73,120.51,127.85,43.26
4/16/2020,172.31,7112.78,91.25,82.7,120.09,128.63,43.27
4/17/2020,170.89,7036.25,91.21,82.71,124.9,132.02,44.4
4/18/2020,187.46,7254.33,N/A,N/A,N/A,N/A,N/A
4/19/2020,180.57,7130.71,N/A,N/A,N/A,N/A,N/A
4/20/2020,170.5,6838.19,91.11,82.6,123.1,129.85,43.76
4/21/2020,171.07,6853.68,91.08,82.59,119.79,125.72,42.82
4/22/2020,183.11,7136.84,91.08,82.55,121.58,128.7,43.69
4/23/2020,185.2,7472.45,91.18,82.62,122.58,128.59,43.59
4/24/2020,187.71,7508.67,91.18,82.58,124.56,130.43,43.95
4/25/2020,194.51,7543.29,N/A,N/A,N/A,N/A,N/A
4/26/2020,197.53,7692.05,N/A,N/A,N/A,N/A,N/A
4/27/2020,196.78,7785.73,90.87,82.56,129.27,132.44,44.57
4/28/2020,197.63,7758.4,91.14,82.57,130.6,131.69,44.89
4/29/2020,215.52,8780.01,91.39,82.7,136.24,135.27,46.07
4/30/2020,206.23,8624.28,91.28,82.68,132.24,133.79,45.15
5/1/2020,212.09,8829.42,90.97,82.56,127.63,130.29,44.06
5/2/2020,214.25,8985,N/A,N/A,N/A,N/A,N/A
5/3/2020,210.24,8905.49,N/A,N/A,N/A,N/A,N/A
5/4/2020,206.86,8883.53,91.09,82.57,128.09,130.77,44.13
5/5/2020,205.43,8989.4,91.11,82.55,129.21,131.93,44.29
5/6/2020,199.26,9157.11,90.79,82.56,128.75,131.21,44.11
5/7/2020,212.42,10000,91.09,82.6,130.95,132.86,44.65
5/8/2020,211.59,9810,90.95,82.63,135.21,135.03,45.39
5/9/2020,210.54,9558.85,N/A,N/A,N/A,N/A,N/A
5/10/2020,187.97,8741.86,N/A,N/A,N/A,N/A,N/A
5/11/2020,186.06,8601.4,90.74,82.57,134.5,135.2,45.35
5/12/2020,189.43,8796.25,90.98,82.66,130.1,132.45,44.89
5/13/2020,200.01,9318.04,91.12,82.71,125.64,130.04,44.56
5/14/2020,203.45,9799.12,91.25,82.72,126.85,131.62,44.37
5/15/2020,194.45,9312.1,91.3,82.76,128.24,132.27,44.22
5/16/2020,200.53,9383.16,N/A,N/A,N/A,N/A,N/A
5/17/2020,207.05,9666.27,N/A,N/A,N/A,N/A,N/A
5/18/2020,214.83,9728.52,91.28,82.71,135.33,136.27,45.94
5/19/2020,214.71,9776.57,91.45,82.79,133.67,134.95,45.47
5/20/2020,209.96,9516,91.76,82.85,136.69,137.18,46.24
5/21/2020,198.72,9058.71,91.78,82.76,136.95,136.27,45.78
5/22/2020,207.09,9168.84,91.86,82.84,137.55,136.6,45.45
5/23/2020,206.8,9177.95,N/A,N/A,N/A,N/A,N/A
5/24/2020,201.57,8714.4,N/A,N/A,N/A,N/A,N/A
5/25/2020,204.24,8899.31,N/A,N/A,N/A,N/A,N/A
5/26/2020,200.91,8844.42,92,82.86,141.35,138.21,46.71
5/27/2020,207.94,9208.53,92.08,82.88,144.73,140.17,47.14
5/28/2020,219.45,9561.26,92.08,82.95,142.61,140.05,47.35
5/29/2020,220.5,9427.01,92.36,83.01,142.36,140.69,47.41
5/30/2020,243.28,9689.12,N/A,N/A,N/A,N/A,N/A
5/31/2020,231.54,9446.57,N/A,N/A,N/A,N/A,N/A
6/1/2020,247.98,10210.1,92.34,82.92,144.3,141.35,48.43
6/2/2020,237.71,9522.45,92.34,82.91,145.51,142.54,49.15
6/3/2020,244.6,9655.62,92.01,82.87,149.29,144.53,50.21
6/4/2020,243.18,9788.03,91.98,82.82,148.98,143.92,49.86
6/5/2020,240.04,9624.99,91.84,82.75,153.67,147.59,50.83
6/6/2020,241.98,9660.75,N/A,N/A,N/A,N/A,N/A
6/7/2020,244.38,9744.14,N/A,N/A,N/A,N/A,N/A
6/8/2020,246.89,9783.37,91.92,82.77,156.76,149.5,51.42
6/9/2020,244.03,9763.79,92.06,82.8,153.67,148.43,50.86
6/10/2020,248.04,9896.56,92.57,82.96,150.2,147.58,50.8
6/11/2020,230.15,9268.16,92.4,82.86,139.83,139.02,48.06
6/12/2020,237.53,9454,92.41,82.85,142.79,140.82,48.99
6/13/2020,238.17,9475,N/A,N/A,N/A,N/A,N/A
6/14/2020,231.34,9333.45,N/A,N/A,N/A,N/A,N/A
6/15/2020,230.98,9427.86,92.87,83.05,145.52,142.16,49.04
6/16/2020,235.29,9526.25,92.96,83,148.44,144.81,49.6
6/17/2020,233.71,9457.51,92.92,83,146.71,144.21,49.73
6/18/2020,231.05,9382.01,92.9,82.98,146.58,144.34,49.62
6/19/2020,228.66,9279.4,92.95,83,145.96,143.64,49.42
6/20/2020,228.8,9355.74,N/A,N/A,N/A,N/A,N/A
6/21/2020,227.81,9286.14,N/A,N/A,N/A,N/A,N/A
6/22/2020,243.21,9697.17,92.87,83.01,146.69,144.52,49.8
6/23/2020,243.05,9623.56,92.9,83.02,147.17,145.2,50.1
6/24/2020,234.44,9274.04,92.83,83.03,142.34,141.5,49.02
6/25/2020,232.29,9244.77,92.89,83.03,143.92,142.36,49.52
6/26/2020,229.41,9155,92.94,83.06,140.71,138.96,48.87
6/27/2020,220.57,9002.51,N/A,N/A,N/A,N/A,N/A
6/28/2020,224.76,9124.04,N/A,N/A,N/A,N/A,N/A
6/29/2020,227.81,9184.45,93.16,83.09,143.87,141.07,49.26
6/30/2020,225.7,9136.2,93.19,83.12,145.72,143,49.17
7/1/2020,231.03,9239.96,93.08,83.02,145.24,144.11,49.42
7/2/2020,226.48,9091.53,93.21,83.08,145.9,144.77,50.15
7/3/2020,225.08,9063.87,N/A,N/A,N/A,N/A,N/A
7/4/2020,229.34,9134.23,N/A,N/A,N/A,N/A,N/A
7/5/2020,227.67,9073.49,N/A,N/A,N/A,N/A,N/A
7/6/2020,241.7,9343.18,93.23,83.03,147.27,147.14,51.27
7/7/2020,238.98,9253.94,93.21,83.06,144.8,145.63,50.56
7/8/2020,247.01,9435.28,93.24,83.04,145.97,146.94,51.21
7/9/2020,242,9237.32,93.41,83.04,144.04,146.19,50.76
7/10/2020,241.2,9289.81,93.28,83.04,145.7,147.7,51.02
7/11/2020,239.17,9235.21,N/A,N/A,N/A,N/A,N/A
7/12/2020,242.81,9292.6,N/A,N/A,N/A,N/A,N/A
7/13/2020,239.44,9242.31,93.29,83.05,143.34,146.13,50.69
7/14/2020,240.43,9256.94,93.43,83.08,145.48,148.08,51.26
7/15/2020,238.33,9190.16,93.48,83.09,150.05,149.51,51.71
7/16/2020,233.41,9130.11,93.52,83.11,149.37,148.91,51.25
7/17/2020,232.7,9152.64,93.64,83.13,149.88,149.47,51.54
7/18/2020,235.8,9175.85,N/A,N/A,N/A,N/A,N/A
7/19/2020,239.19,9214.74,N/A,N/A,N/A,N/A,N/A
7/20/2020,236.1,9163.75,93.69,83.12,149.88,150.82,51.89
