Date,ETH,BTC,SPY,BND,VB,VV,VWO,VXUS
1/26/2021,1353.84,32597.3,3849.62,87.57,205.77,180.33,53.93,62.77
1/27/2021,1241.03,30417.7,3750.77,87.57,200.98,175.76,52.56,61.31
1/28/2021,1332.14,33488.8,3787.38,87.5,202.26,177.54,52.81,61.74
1/29/2021,1379.87,34190.5,3714.24,87.43,198.59,174.25,51.68,60.31
1/30/2021,1379.42,34361.5,N/A,N/A,N/A,N/A,N/A,N/A
1/31/2021,1317.58,33224.6,N/A,N/A,N/A,N/A,N/A,N/A
2/1/2021,1374.85,33533.1,3773.86,87.32,202.84,176.9,52.99,61.4
2/2/2021,1513.8,35512.6,3826.31,87.21,205.64,179.74,53.82,62.14
2/3/2021,1666,37552.5,3830.17,87.06,206.21,179.81,54.02,62.37
2/4/2021,1598.27,37000.2,3871.74,87.08,209.53,181.95,54.1,62.43
2/5/2021,1720.01,38311.4,3886.83,86.96,211.94,182.81,54.5,62.86
2/6/2021,1679.77,39267.8,N/A,N/A,N/A,N/A,N/A,N/A
2/7/2021,1615.87,38871.4,N/A,N/A,N/A,N/A,N/A,N/A
2/8/2021,1752.98,46375.9,3915.59,87.06,215.74,184.14,54.78,63.25
2/9/2021,1771.44,46517.4,3911.23,87.02,216.29,184.09,55.39,63.68
2/10/2021,1743.76,44850,3909.88,87.16,215.9,184.06,55.51,63.6
2/11/2021,1787.77,47997.9,3916.38,87.07,216.77,184.36,56.09,64.08
2/12/2021,1845,47431.2,3934.83,86.84,217.9,185.4,56.19,64.39
2/13/2021,1818.01,47239.8,N/A,N/A,N/A,N/A,N/A,N/A
2/14/2021,1803.75,48680.6,N/A,N/A,N/A,N/A,N/A,N/A
2/15/2021,1779.61,47936.3,N/A,N/A,N/A,N/A,N/A,N/A
2/16/2021,1783.39,49158.7,3932.59,86.43,216.62,185.17,56.35,64.68
2/17/2021,1852,52173.5,3931.33,86.61,215.48,184.98,56.49,64.4
2/18/2021,1938.92,51601.7,3913.97,86.56,212.64,184.35,55.76,63.86
2/19/2021,1960.57,55971.5,3906.71,86.26,216.42,183.95,56.06,64.22
2/20/2021,1915.46,56104.9,N/A,N/A,N/A,N/A,N/A,N/A
2/21/2021,1935.57,57489.1,N/A,N/A,N/A,N/A,N/A,N/A
2/22/2021,1778.7,54141.9,3876.5,86.02,214.68,182.31,54.47,63.54
2/23/2021,1577.83,48899.9,3881.37,86,213.91,182.38,54.78,63.7
2/24/2021,1625.2,49737.8,3925.43,85.95,218.14,184.11,54.43,63.72
2/25/2021,1473,47135.4,3829.34,85.2,211.02,179.63,53.25,62.57
2/26/2021,1445.18,46320.7,3811.15,85.94,210.84,178.78,52.49,61.7
2/27/2021,1462.63,46189.9,N/A,N/A,N/A,N/A,N/A,N/A
2/28/2021,1422.02,45260.1,N/A,N/A,N/A,N/A,N/A,N/A
3/1/2021,1569.09,49593.8,3901.82,85.7,217.07,183.22,53.93,63.05
3/2/2021,1489.57,48513,3870.29,85.69,213.59,181.62,53.42,62.8
3/3/2021,1576.31,50368.2,3819.72,85.42,211,178.85,53.38,62.5
3/4/2021,1539.56,48533,3768.47,85.15,206.13,176.48,52.23,61.7
3/5/2021,1529.09,48879.2,3841.94,85.1,209.96,179.67,52.6,62.16
3/6/2021,1650.54,48909.8,N/A,N/A,N/A,N/A,N/A,N/A
3/7/2021,1728.94,50941.2,N/A,N/A,N/A,N/A,N/A,N/A
3/8/2021,1834.58,52304.2,3821.35,84.71,210.27,178.57,51.23,61.51
3/9/2021,1871.99,54916.3,3875.44,84.99,213,181.32,52.34,62.46
3/10/2021,1798.15,55972.8,3898.81,85.15,215.48,182.4,52.25,62.63
3/11/2021,1826.02,57797,3939.34,85.16,219.82,184.64,53.82,63.51
3/12/2021,1768.86,57271.2,3943.34,84.65,221.23,184.76,52.87,63.31
3/13/2021,1924.4,61283.8,N/A,N/A,N/A,N/A,N/A,N/A
3/14/2021,1860.49,59423,N/A,N/A,N/A,N/A,N/A,N/A
3/15/2021,1786.9,55743.9,3968.94,84.75,223.48,185.98,52.84,63.44
3/16/2021,1805.84,56919.2,3962.71,84.74,220.44,185.63,53.07,63.59
3/17/2021,1824.74,58927.5,3974.12,84.71,221.84,186.2,53.11,63.85
3/18/2021,1776.4,57644.9,3915.46,84.36,216.18,183.29,52.29,63.1
3/19/2021,1807.31,58050.6,3913.1,84.43,217.39,183.13,52.81,63.42
3/20/2021,1806.72,58126.1,N/A,N/A,N/A,N/A,N/A,N/A
3/21/2021,1785.88,57465.1,N/A,N/A,N/A,N/A,N/A,N/A
3/22/2021,1681.67,54100,3940.59,84.67,216.25,184.53,52.63,63.26
3/23/2021,1668.09,54582.7,3910.52,84.86,210.07,183.07,51.77,62.3
3/24/2021,1581.76,52267,3889.14,84.99,206.87,181.83,50.56,61.63
3/25/2021,1587.08,51325,3909.52,84.93,210.35,182.18,50.64,62.03
3/26/2021,1700.1,55072.4,3974.54,84.78,214.12,185.03,51.9,63.05
3/27/2021,1713.88,55880.1,N/A,N/A,N/A,N/A,N/A,N/A
3/28/2021,1686.92,55778.8,N/A,N/A,N/A,N/A,N/A,N/A
3/29/2021,1815.73,57613.1,3971.09,84.67,209.98,184.83,51.61,62.7
3/30/2021,1841.16,58786.4,3958.55,84.76,212.57,184.35,51.82,62.72
3/31/2021,1913.84,58800,3972.89,84.72,214.08,185.3,52.05,62.7
4/1/2021,1968.38,58726.4,4019.87,84.8,217.38,187.36,52.52,63.55
4/2/2021,2132.83,58978.5,N/A,N/A,N/A,N/A,N/A,N/A
4/3/2021,2009.25,57094.3,N/A,N/A,N/A,N/A,N/A,N/A
4/4/2021,2076.36,58200.2,N/A,N/A,N/A,N/A,N/A,N/A
4/5/2021,2100.25,59123,4077.91,84.67,218.22,190.02,52.63,64.25
4/6/2021,2115.25,58014.5,4073.94,84.97,218.51,189.95,52.88,63.88
4/7/2021,1972.4,55955.7,4079.95,84.87,216.09,190.22,52.11,63.73
4/8/2021,2081.29,58019.8,4097.17,85.06,217.44,191.33,52.65,64.13
4/9/2021,2066.03,58092.6,4128.8,84.95,217.96,192.73,52.2,64.12
4/10/2021,2132.92,59778.6,N/A,N/A,N/A,N/A,N/A,N/A
4/11/2021,2150.54,59989.2,N/A,N/A,N/A,N/A,N/A,N/A
4/12/2021,2141.08,59886.1,4127.99,84.93,218.2,192.57,51.86,63.74
4/13/2021,2300.02,63588.2,4141.59,85.15,218.13,193.5,51.87,64.11
4/14/2021,2432.54,62624.5,4124.66,85.09,219.41,192.66,52.15,64.28
4/15/2021,2516.11,63237,4170.42,85.45,220.67,194.92,52.61,64.72
4/16/2021,2426.64,61427.2,4185.47,85.22,221.61,195.46,52.78,65.15
4/17/2021,2324.73,60141.1,N/A,N/A,N/A,N/A,N/A,N/A
4/18/2021,2243.34,56274.4,N/A,N/A,N/A,N/A,N/A,N/A
4/19/2021,2163.82,55670.9,4163.26,85.17,219.37,194.36,52.67,64.95
4/20/2021,2328.54,56423,4134.94,85.31,215.85,192.84,52.27,64.05
4/21/2021,2357.73,53808.7,4173.42,85.4,220.16,194.71,52.68,64.66
4/22/2021,2399.98,51701.5,4134.98,85.44,219.21,192.9,52.59,64.39
4/23/2021,2365.17,51076,4180.17,85.45,222.96,195.2,53.31,65.12
4/24/2021,2211.31,50046.4,N/A,N/A,N/A,N/A,N/A,N/A
4/25/2021,2308.32,49059.5,N/A,N/A,N/A,N/A,N/A,N/A
4/26/2021,2533.96,54017.2,4187.62,85.39,225.24,195.63,53.38,65.2
4/27/2021,2655.63,55046.7,4186.72,85.17,225.4,195.66,53.46,65.1
4/28/2021,2751.22,54894,4183.18,85.21,225.69,195.41,53.89,65.37
4/29/2021,2758.92,53583.6,4211.47,85.14,225.43,196.57,53.77,65.36
4/30/2021,2775.48,57885.2,4181.17,85.26,222.49,195.26,52.98,64.44
5/1/2021,2948.92,57858.2,N/A,N/A,N/A,N/A,N/A,N/A
5/2/2021,2952.39,56625.1,N/A,N/A,N/A,N/A,N/A,N/A
5/3/2021,3433.99,57197.5,4192.66,85.15,223.03,195.42,52.96,64.99
5/4/2021,3240.74,53241.9,4164.66,85.26,221.27,193.99,52.31,64.15
5/5/2021,3530,57515.6,4167.59,85.31,220.86,193.85,52.51,64.81
5/6/2021,3497.13,56444.5,4201.62,85.35,221.1,195.12,53.03,65.31
5/7/2021,3490,57392.4,4232.6,85.36,223.56,196.68,53.5,66.08
5/8/2021,3917.5,58958,N/A,N/A,N/A,N/A,N/A,N/A
5/9/2021,3922.36,58238.4,N/A,N/A,N/A,N/A,N/A,N/A
5/10/2021,3949.21,55804.8,4188.43,85.16,219.85,194.78,52.5,65.54
5/11/2021,4179.81,56755.9,4152.1,84.99,218.43,193.14,52.36,64.83
5/12/2021,3826.64,49498.7,4063.04,84.69,211.77,188.82,51.02,63.56
5/13/2021,3727.31,49694.4,4112.5,84.86,214.8,190.95,50.96,63.9
5/14/2021,4080.51,49961.6,4173.85,85.06,219.7,194.04,51.8,64.97
5/15/2021,3649.36,46795.7,N/A,N/A,N/A,N/A,N/A,N/A
5/16/2021,3585.66,46450.7,N/A,N/A,N/A,N/A,N/A,N/A
5/17/2021,3283.32,43580.5,4163.29,84.98,219.39,193.51,51.83,64.87
5/18/2021,3376.88,42857.1,4127.83,84.89,217.73,192,52.58,65.26
5/19/2021,2458.54,36941,4115.68,84.8,216.27,191.43,52.44,64.8
5/20/2021,2775.07,40623.2,4159.12,85.08,217.59,193.76,52.63,65.5
5/21/2021,2418.64,37340.7,4155.86,85.1,217.86,193.63,52.07,65.32
5/22/2021,2300.01,37596.1,N/A,N/A,N/A,N/A,N/A,N/A
5/23/2021,2114.38,34742.5,N/A,N/A,N/A,N/A,N/A,N/A
5/24/2021,2651.24,38878.5,4197.05,85.2,219.46,195.62,52.56,65.79
5/25/2021,2684.47,38200,4188.13,85.42,217.92,195.25,53.11,65.97
5/26/2021,2889.84,39293.2,4195.99,85.39,220.67,195.73,53.5,66.12
5/27/2021,2743.13,38556.8,4200.88,85.27,222.63,195.73,53.6,66.27
5/28/2021,2422.52,35670.5,4204.11,85.26,222.58,196.18,53.88,66.42
5/29/2021,2280.53,34618.7,N/A,N/A,N/A,N/A,N/A,N/A
5/30/2021,2388.46,35646.4,N/A,N/A,N/A,N/A,N/A,N/A
5/31/2021,2706.58,37271.8,N/A,N/A,N/A,N/A,N/A,N/A
6/1/2021,2634.42,36685,4202.04,85.12,224.56,195.99,55.01,67.05
6/2/2021,2706.32,37581.8,4208.12,85.21,224.77,196.28,55.14,67.2
6/3/2021,2856.68,39244.9,4192.85,85.05,223.04,195.43,54.52,66.69
6/4/2021,2688.89,36952.8,4229.89,85.39,224.11,197.24,55.01,67.33
6/5/2021,2621.04,35530.6,N/A,N/A,N/A,N/A,N/A,N/A
6/6/2021,2710.97,35800.4,N/A,N/A,N/A,N/A,N/A,N/A
6/7/2021,2592.46,33583.3,4226.52,85.33,225.6,197.19,54.79,67.38
6/8/2021,2510.26,33416.6,4227.26,85.49,228.05,197.26,54.56,67.27
6/9/2021,2611,37373,4219.55,85.66,226.54,196.96,54.52,67.04
6/10/2021,2471.58,36694,4239.18,85.84,225.88,197.89,54.9,67.34
6/11/2021,2355.27,37349.9,4247.44,85.82,227.78,198.43,54.66,67.42
6/12/2021,2372.91,35517.3,N/A,N/A,N/A,N/A,N/A,N/A
6/13/2021,2508.63,39015.2,N/A,N/A,N/A,N/A,N/A,N/A
6/14/2021,2582.69,40530.6,4255.15,85.6,226.74,198.91,54.88,67.5
6/15/2021,2549.32,40242.3,4246.59,85.6,225.9,198.38,54.51,67.44
6/16/2021,2368.46,38351,4223.7,85.36,225.24,197.38,53.77,66.86
6/17/2021,2373.33,38094.7,4221.86,85.65,222.39,197.6,54.08,66.55
6/18/2021,2229.57,35767.7,4166.45,85.92,218.33,195.15,53.66,65.49
6/19/2021,2164.71,35484.7,N/A,N/A,N/A,N/A,N/A,N/A
6/20/2021,2239.61,35631,N/A,N/A,N/A,N/A,N/A,N/A
6/21/2021,1885.67,31608.1,4224.79,85.62,223.04,197.72,53.64,65.73
6/22/2021,1861.77,32538.3,4246.44,85.74,223.69,198.82,53.41,65.72
6/23/2021,1968.34,33674.2,4241.84,85.68,224.15,198.71,53.72,65.52
6/24/2021,1988.81,34654.5,4266.49,85.72,226.02,199.35,54.12,66.11
6/25/2021,1819.55,31596.6,4280.7,85.56,227.35,200,54.56,66.41
6/26/2021,1829.17,32275.1,N/A,N/A,N/A,N/A,N/A,N/A
6/27/2021,1984.71,34709.2,N/A,N/A,N/A,N/A,N/A,N/A
6/28/2021,2083.79,34493.2,4290.61,85.79,225.69,200.57,54.69,66.14
6/29/2021,2166.17,35904.2,4291.8,85.83,225.37,200.71,54.65,66.12
6/30/2021,2272.98,35069.6,4297.5,85.89,225.28,200.75,54.31,65.68
7/1/2021,2116.1,33524.5,4319.94,85.75,226.86,201.7,54.02,65.74
7/2/2021,2156,33805,4352.34,85.9,225.89,203.18,53.96,65.83
7/3/2021,2227.01,34682.1,N/A,N/A,N/A,N/A,N/A,N/A
7/4/2021,2323.15,35312.8,N/A,N/A,N/A,N/A,N/A,N/A
7/5/2021,2198.62,33764.3,N/A,N/A,N/A,N/A,N/A,N/A
7/6/2021,2321.84,34111.9,4343.54,86.21,223.43,202.96,52.99,65.29
7/7/2021,2312.61,33878.5,4358.13,86.39,222.36,203.54,53.04,65.5
7/8/2021,2116.94,32854.1,4320.82,86.47,220.02,201.87,52.03,64.5
7/9/2021,2149.96,33824.2,4369.55,86.2,224.65,204.03,52.98,65.61
7/10/2021,2110.03,33515.3,N/A,N/A,N/A,N/A,N/A,N/A
7/11/2021,2140.82,34259.2,N/A,N/A,N/A,N/A,N/A,N/A
7/12/2021,2031.96,33091.1,4384.63,86.17,225.03,204.68,53.01,65.75
7/13/2021,1932.37,32577.5,4369.21,85.9,221.33,203.88,53.04,65.56
7/14/2021,1994.11,32816.3,4374.3,86.19,218.82,203.92,53.3,65.67
7/15/2021,1918.07,31868.6,4360.03,86.4,217.74,203.3,53.35,65.33
7/16/2021,1876.99,31381.1,4327.16,86.32,215.3,201.86,52.99,64.83
7/17/2021,1902.57,31576.2,N/A,N/A,N/A,N/A,N/A,N/A
7/18/2021,1891.46,31788.2,N/A,N/A,N/A,N/A,N/A,N/A
7/19/2021,1818.45,30842,4258.49,86.81,211.9,199.12,52.21,63.73
7/20/2021,1786.46,29789.9,4323.06,86.72,217.83,202.04,52.25,64.1
7/21/2021,1994.29,32135.1,4358.69,86.44,221.04,203.69,52.7,64.92
7/22/2021,2022.89,32290.3,4367.48,86.63,218.8,204.2,52.78,65
7/23/2021,2125.75,33521.4,4411.79,86.53,220.18,206.36,51.96,65.07
7/24/2021,2186.25,34252.6,N/A,N/A,N/A,N/A,N/A,N/A
7/25/2021,2190.73,35428.2,N/A,N/A,N/A,N/A,N/A,N/A
7/26/2021,2228.26,37262.7,4422.3,86.48,220.64,206.83,50.97,64.8
7/27/2021,2294.17,39488.7,4401.46,86.7,219,205.76,49.87,64.23
7/28/2021,2299.27,40035.1,4400.64,86.78,220.98,205.83,51.28,64.92
7/29/2021,2380.69,40033.5,4419.15,86.63,222.78,206.61,51.46,65.32
7/30/2021,2468.77,42137.4,4395.26,86.76,221.95,205.48,51.11,64.94
7/31/2021,2540.12,41697.2,N/A,N/A,N/A,N/A,N/A,N/A
8/1/2021,2569.57,39865.4,N/A,N/A,N/A,N/A,N/A,N/A
8/2/2021,2608.12,39149.5,4387.16,86.83,221.06,204.99,51.52,65.21
8/3/2021,2508.31,38191.4,4423.15,86.85,222.31,206.66,51.65,65.64
8/4/2021,2725.87,39729.5,4402.66,86.85,220.17,205.76,51.78,65.58
8/5/2021,2825.27,40888.7,4429.1,86.65,222.92,207.16,51.62,65.77
8/6/2021,2893.32,42869.5,4436.52,86.24,223.58,207.35,51.27,65.46
8/7/2021,3168.69,44699.6,N/A,N/A,N/A,N/A,N/A,N/A
8/8/2021,3014.13,43765.1,N/A,N/A,N/A,N/A,N/A,N/A
8/9/2021,3162.34,46339.9,4432.35,86.08,222.62,207.31,51.45,65.47
8/10/2021,3141.32,45586.5,4436.75,85.95,223.12,207.29,51.64,65.59
8/11/2021,3163.34,45553.4,4447.7,86.01,224.66,207.72,51.83,65.99
8/12/2021,3047.21,44461.4,4460.83,86.02,224.17,208.39,51.49,65.77
8/13/2021,3324.51,47837.4,4468,86.36,223.32,208.76,51.39,65.99
8/14/2021,3269.24,47113.6,N/A,N/A,N/A,N/A,N/A,N/A
8/15/2021,3309.56,47050.2,N/A,N/A,N/A,N/A,N/A,N/A
8/16/2021,3149.28,45874.7,4479.71,86.44,221.82,209.11,50.98,65.55
8/17/2021,3006.13,44671.5,4448.08,86.35,218.99,207.77,50.06,64.75
8/18/2021,3029.84,44837.6,4400.27,86.33,217.19,205.57,50.12,64.62
8/19/2021,3184.21,46765.8,4405.8,86.52,215.1,205.77,49.35,63.86
8/20/2021,3286.58,49296.4,4441.67,86.5,217.95,207.47,49.35,64.03
8/21/2021,3229.79,48990.9,N/A,N/A,N/A,N/A,N/A,N/A
8/22/2021,3244.01,49284.6,N/A,N/A,N/A,N/A,N/A,N/A
8/23/2021,3323.12,49506.5,4479.53,86.52,220.91,209.34,50.06,64.72
8/24/2021,3168.32,47667.3,4486.23,86.35,223.2,209.81,51.18,65.31
8/25/2021,3228.51,48987.3,4496.19,86.21,224.45,210.25,51.23,65.37
8/26/2021,3110.39,47071.4,4470,86.22,222.37,209.08,50.81,64.93
8/27/2021,3266.6,49077.5,4509.37,86.47,227.33,210.87,51.45,65.64
8/28/2021,3242.47,48889.9,N/A,N/A,N/A,N/A,N/A,N/A
8/29/2021,3233.74,48919.3,N/A,N/A,N/A,N/A,N/A,N/A
8/30/2021,3229.01,46993.7,4528.79,86.57,226.78,211.84,51.6,65.66
8/31/2021,3444.39,47261.2,4522.68,86.46,226.31,211.49,52.23,65.89
9/1/2021,3817.15,48839.8,4524.09,86.34,227.67,211.66,52.86,66.47
9/2/2021,3793.16,49338.3,4536.95,86.46,229.42,212.27,52.65,66.65
9/3/2021,3940.06,50025,4535.43,86.28,228.78,212.29,52.89,67
9/4/2021,3887.53,49960.7,N/A,N/A,N/A,N/A,N/A,N/A
9/5/2021,3951.43,51751.5,N/A,N/A,N/A,N/A,N/A,N/A
9/6/2021,3928.89,52656.2,N/A,N/A,N/A,N/A,N/A,N/A
9/7/2021,3436.96,46894.5,4520.03,86.03,226.84,211.52,53.33,66.98
9/8/2021,3481.72,46073.5,4514.07,86.17,225.24,211.1,52.54,66.3
9/9/2021,3419.93,46300,4493.28,86.48,224.79,210.35,52.61,66.24
9/10/2021,3209.82,44851.4,4458.58,86.27,222.74,208.73,52.53,66.12
9/11/2021,3266.97,45171.8,N/A,N/A,N/A,N/A,N/A,N/A
9/12/2021,3403.75,46016.1,N/A,N/A,N/A,N/A,N/A,N/A
9/13/2021,3291.77,45005.2,4468.73,86.4,223.69,209.06,52.7,66.55
9/14/2021,3421.45,47039.2,4443.05,86.61,221.56,207.94,52.21,66.21
9/15/2021,3615.13,48130.2,4480.7,86.53,224.04,209.69,52.19,66.37
9/16/2021,3568.62,47801.5,4473.75,86.37,223.99,209.48,51.65,66.05
9/17/2021,3397.24,47235,4432.99,86.26,223.08,207.63,51.45,65.34
9/18/2021,3429.25,48213.7,N/A,N/A,N/A,N/A,N/A,N/A
9/19/2021,3323,47255.9,N/A,N/A,N/A,N/A,N/A,N/A
9/20/2021,2977.31,43012.9,4357.73,86.5,219.07,203.96,49.59,63.62
9/21/2021,2759.55,40683,4354.19,86.48,218.96,204.04,49.99,64.19
9/22/2021,3078.72,43575.1,4395.64,86.57,222.17,205.9,50.71,64.7
9/23/2021,3153.49,44879.6,4448.98,86.11,225.62,208.38,50.95,65.35
9/24/2021,2930.61,42840.7,4455.48,85.93,224.36,208.02,50.39,64.73
9/25/2021,2924.53,42705.5,N/A,N/A,N/A,N/A,N/A,N/A
9/26/2021,3064.64,43228.5,N/A,N/A,N/A,N/A,N/A,N/A
9/27/2021,2927.15,42171.7,4443.11,85.83,226.26,207.33,50.66,64.83
9/28/2021,2807.19,41049,4352.63,85.46,222.03,202.88,50.07,63.58
9/29/2021,2848.28,41522.1,4359.46,85.47,221.84,203.08,49.67,63.31
9/30/2021,3000.45,43824.4,4307.54,85.45,218.67,200.92,50.01,63.26
10/1/2021,3306.19,48159.5,4357.04,85.61,222.08,203.23,50.04,63.44
10/2/2021,3387.63,47662.4,N/A,N/A,N/A,N/A,N/A,N/A
10/3/2021,3419.25,48174.3,N/A,N/A,N/A,N/A,N/A,N/A
10/4/2021,3384.51,49178.3,4300.46,85.55,220.33,200.26,49.35,62.78
10/5/2021,3515.3,51487.9,4345.72,85.34,220.93,202.52,49.82,63.16
10/6/2021,3575.85,55344.5,4363.55,85.38,220.59,203.54,49.63,62.79
10/7/2021,3588.51,53775,4399.76,85.14,223.57,205.36,50.6,63.51
10/8/2021,3563.84,53963.8,4391.34,84.93,222.26,204.86,50.79,63.59
10/9/2021,3575.83,55074.1,N/A,N/A,N/A,N/A,N/A,N/A
10/10/2021,3415.51,54690.5,N/A,N/A,N/A,N/A,N/A,N/A
10/11/2021,3542.37,57487.4,4361.19,84.8,221.13,203.39,50.65,63.4
10/12/2021,3490.61,56007.4,4350.65,85.11,222.2,203.09,50.51,63.36
10/13/2021,3597.42,57376.6,4363.8,85.34,223.25,203.99,51.17,64.08
10/14/2021,3791.85,57359.5,4438.26,85.49,226.98,207.5,51.25,64.62
10/15/2021,3868.44,61691.2,4471.37,85.28,226.66,209.04,51.8,65.18
10/16/2021,3832.25,60883.8,N/A,N/A,N/A,N/A,N/A,N/A
10/17/2021,3847.18,61571.8,N/A,N/A,N/A,N/A,N/A,N/A
10/18/2021,3742.11,61986.7,4486.46,85.23,227.01,209.81,51.73,64.98
10/19/2021,3876.6,64300,4519.63,84.99,227.88,211.35,52.32,65.5
10/20/2021,4160.43,66017.7,4536.19,84.89,229.52,212.19,52.33,65.67
10/21/2021,4053.9,62210.8,4549.78,84.77,230.17,212.86,51.91,65.28
10/22/2021,3972.3,60687.6,4544.9,84.95,230.18,212.39,51.78,65.48
10/23/2021,4165.6,61284.9,N/A,N/A,N/A,N/A,N/A,N/A
10/24/2021,4082.64,60838.8,N/A,N/A,N/A,N/A,N/A,N/A
10/25/2021,4216.2,62996.6,4566.48,84.99,231.83,213.53,51.97,65.55
10/26/2021,4131.47,60437.1,4574.79,85.16,230.18,213.72,51.62,65.5
10/27/2021,3925.44,58455.4,4551.68,85.47,226.09,212.42,51.35,65.15
10/28/2021,4288.26,60608.1,4596.42,85.36,229.91,214.63,51.3,65.63
10/29/2021,4415.04,62258,4605.38,85.38,229.49,215.1,50.66,65.08
10/30/2021,4325.43,61892.4,N/A,N/A,N/A,N/A,N/A,N/A
10/31/2021,4292.06,61343.6,N/A,N/A,N/A,N/A,N/A,N/A
