Date,ETH,BTC,SPY,BND,VB,VV,VWO,VXUS
3/7/2019,136.21,3857.05,2748.93,79.92,150.64,126.5,41.42,50.99
3/8/2019,132.75,3843.12,2743.07,80.02,150.35,126.26,41.12,50.88
3/9/2019,136.41,3917,N/A,N/A,N/A,N/A,N/A,N/A
3/10/2019,134.66,3900.92,N/A,N/A,N/A,N/A,N/A,N/A
3/11/2019,132.05,3849.68,2783.3,79.98,152.74,128.1,41.96,51.48
3/12/2019,132.8,3860,2791.52,80.17,153.03,128.52,42.13,51.56
3/13/2019,131.16,3851.02,2810.92,80.13,153.78,129.4,42.22,51.88
3/14/2019,131.4,3853.95,2808.48,80.06,153.38,129.33,42,51.8
3/15/2019,135.99,3902.8,2822.48,80.21,153.75,129.95,42.57,52.33
3/16/2019,140.48,3990,N/A,N/A,N/A,N/A,N/A,N/A
3/17/2019,138.07,3967.01,N/A,N/A,N/A,N/A,N/A,N/A
3/18/2019,137.01,3970.5,2832.94,80.16,154.62,130.45,43.05,52.63
3/19/2019,138.1,4000.85,2832.57,80.12,153.85,130.47,43.06,52.68
3/20/2019,138.73,4033,2824.23,80.47,152.7,130.01,43.05,52.69
3/21/2019,134.41,3972.76,2854.88,80.49,154.81,131.5,43.15,52.7
3/22/2019,135.87,3983.78,2800.71,80.93,150.04,128.99,41.85,51.57
3/23/2019,136.52,3983.43,N/A,N/A,N/A,N/A,N/A,N/A
3/24/2019,135.37,3969.52,N/A,N/A,N/A,N/A,N/A,N/A
3/25/2019,133.01,3908.01,2798.36,81.03,150.31,128.84,41.96,51.45
3/26/2019,133.28,3922.42,2818.46,81.05,151.93,129.78,42.1,51.75
3/27/2019,139.27,4026.53,2805.37,81.2,151.24,129.15,41.64,51.59
3/28/2019,137.46,4011.17,2815.44,81.24,152.16,128.92,42,51.62
3/29/2019,142.83,4091.01,2834.4,81.18,152.8,129.8,42.5,51.9
3/30/2019,142.12,4094.14,N/A,N/A,N/A,N/A,N/A,N/A
3/31/2019,141.2,4095,N/A,N/A,N/A,N/A,N/A,N/A
4/1/2019,141,4137.01,2867.19,80.66,154.71,131.28,43.14,52.57
4/2/2019,164.69,4901.93,2867.24,80.7,154.45,131.31,43.01,52.62
4/3/2019,161.33,4975.07,2873.4,80.59,155.19,131.58,43.22,52.95
4/4/2019,157.4,4906.49,2879.39,80.67,155.64,131.81,43.5,53
4/5/2019,166.08,5040.66,2892.74,80.73,156.93,132.46,43.85,53.14
4/6/2019,165.79,5049.22,N/A,N/A,N/A,N/A,N/A,N/A
4/7/2019,174.84,5190.2,N/A,N/A,N/A,N/A,N/A,N/A
4/8/2019,180.74,5285.54,2895.77,80.65,156.81,132.59,43.82,53.13
4/9/2019,175.83,5193.49,2878.2,80.77,155.06,131.86,43.76,52.96
4/10/2019,177.55,5320.81,2888.21,80.88,156.81,132.35,43.97,53.12
4/11/2019,164.92,5041.32,2888.32,80.74,156.9,132.38,43.46,52.94
4/12/2019,164.27,5078.18,2907.41,80.59,157.78,133.23,43.73,53.34
4/13/2019,163.75,5066.22,N/A,N/A,N/A,N/A,N/A,N/A
4/14/2019,168.11,5164,N/A,N/A,N/A,N/A,N/A,N/A
4/15/2019,160.24,5029.99,2905.58,80.61,157.41,133.2,43.5,53.29
4/16/2019,166.38,5204.92,2907.06,80.47,157.51,133.24,43.85,53.49
4/17/2019,166.54,5227,2900.45,80.47,155.99,132.89,43.96,53.55
4/18/2019,174.15,5282.32,2905.03,80.58,156.01,133.12,44.01,53.51
4/19/2019,173.83,5290.36,N/A,N/A,N/A,N/A,N/A,N/A
4/20/2019,173.73,5319.89,N/A,N/A,N/A,N/A,N/A,N/A
4/21/2019,169.9,5297.64,N/A,N/A,N/A,N/A,N/A,N/A
4/22/2019,171.58,5387.6,2907.97,80.5,155.45,133.26,43.75,53.41
4/23/2019,171.07,5532.85,2933.68,80.64,157.76,134.47,43.85,53.54
4/24/2019,165.75,5443.14,2927.25,80.85,158.26,134.19,43.34,53.03
4/25/2019,151.95,5125.3,2926.17,80.83,156.97,134.11,43.26,52.94
4/26/2019,153.41,5159.51,2939.88,81.01,158.38,134.75,43.46,53.22
4/27/2019,155.66,5170.6,N/A,N/A,N/A,N/A,N/A,N/A
4/28/2019,153.19,5155,N/A,N/A,N/A,N/A,N/A,N/A
4/29/2019,152.36,5148.25,2943.03,80.84,158.75,134.94,43.38,53.35
4/30/2019,160.4,5267.43,2945.83,80.96,158.28,135.03,43.41,53.34
5/1/2019,158.39,5321.15,2923.73,80.77,156.69,134.02,43.17,53.06
5/2/2019,158.7,5390.01,2917.52,80.59,157.1,133.73,43.23,52.98
5/3/2019,164.91,5657.4,2945.64,80.74,159.74,135.05,43.79,53.52
5/4/2019,161.85,5770.01,N/A,N/A,N/A,N/A,N/A,N/A
5/5/2019,161.25,5715.86,N/A,N/A,N/A,N/A,N/A,N/A
5/6/2019,171.07,5687.9,2932.47,80.84,159.65,134.48,42.86,52.87
5/7/2019,166.34,5743.3,2884.05,80.96,156.55,132.28,42.05,51.97
5/8/2019,169.58,5943.6,2879.42,80.9,156.01,132.06,41.94,52.02
5/9/2019,170.11,6153.09,2870.72,80.98,155.6,131.68,41.35,51.6
5/10/2019,172.21,6343.14,2881.4,80.97,155.9,132.27,41.69,51.98
5/11/2019,193.99,7223.21,N/A,N/A,N/A,N/A,N/A,N/A
5/12/2019,188.23,6979.76,N/A,N/A,N/A,N/A,N/A,N/A
5/13/2019,196.51,7825.41,2811.87,81.14,151.23,128.98,40.28,50.68
5/14/2019,217.6,7990.92,2834.41,81.19,153.04,130.12,40.84,51.19
5/15/2019,249.12,8204.24,2850.96,81.31,153.63,130.97,40.95,51.35
5/16/2019,264.39,7878.96,2876.32,81.19,154.71,132.19,40.85,51.59
5/17/2019,244.59,7361.1,2859.53,81.21,152.94,131.37,40.07,51.16
5/18/2019,234.03,7262.4,N/A,N/A,N/A,N/A,N/A,N/A
5/19/2019,261.089,8196.59,N/A,N/A,N/A,N/A,N/A,N/A
5/20/2019,252.22,7999.54,2840.23,81.11,151.56,130.48,39.93,50.96
5/21/2019,254.74,7951.7,2864.36,81.07,153.72,131.61,40.47,51.3
5/22/2019,243.32,7626.48,2856.27,81.22,152.41,131.27,40.3,51.13
5/23/2019,245.64,7881.98,2822.24,81.51,149.9,129.61,39.79,50.61
5/24/2019,249.83,8002.21,2826.06,81.51,150.83,129.87,39.85,51.02
5/25/2019,251.55,8063.81,N/A,N/A,N/A,N/A,N/A,N/A
5/26/2019,268.8,8731.96,N/A,N/A,N/A,N/A,N/A,N/A
5/27/2019,272.65,8768.62,N/A,N/A,N/A,N/A,N/A,N/A
5/28/2019,271.15,8715.36,2802.39,81.68,149.54,128.7,39.97,50.7
5/29/2019,269.39,8662.44,2783.02,81.66,148.53,127.83,40.31,50.53
5/30/2019,254.47,8279.69,2788.86,81.88,148.46,128.2,40.49,50.71
5/31/2019,267.56,8566.04,2752.06,82.24,146.92,126.47,40.64,50.45
6/1/2019,264.78,8558.95,N/A,N/A,N/A,N/A,N/A,N/A
6/2/2019,269.23,8736.54,N/A,N/A,N/A,N/A,N/A,N/A
6/3/2019,250.89,8107.96,2744.45,82.28,147.23,126.05,40.88,50.76
6/4/2019,240.93,7670.96,2803.27,82.14,150.88,128.83,40.89,51.26
6/5/2019,246.32,7789.48,2826.15,82.14,151.4,129.98,40.59,51.14
6/6/2019,249.85,7802.57,2843.49,82.12,151.57,130.77,40.58,51.26
6/7/2019,249.49,7998.13,2873.34,82.34,152.51,132.09,40.87,51.85
6/8/2019,244.3,7930.14,N/A,N/A,N/A,N/A,N/A,N/A
6/9/2019,231.3,7635.06,N/A,N/A,N/A,N/A,N/A,N/A
6/10/2019,247.29,8015.69,2886.73,82.17,153.47,132.76,41.25,52.06
6/11/2019,245.11,7918.17,2885.72,82.11,153.09,132.7,41.68,52.4
6/12/2019,262.92,8176.02,2879.84,82.25,153.12,132.4,41.23,51.94
6/13/2019,255.25,8239.04,2891.64,82.39,154.38,133.08,41.27,52
6/14/2019,263.79,8697.45,2886.98,82.4,153.08,132.85,40.76,51.58
6/15/2019,269.29,8860.23,N/A,N/A,N/A,N/A,N/A,N/A
6/16/2019,268.33,8978.66,N/A,N/A,N/A,N/A,N/A,N/A
6/17/2019,273.97,9331.75,2889.67,82.4,153.69,132.93,40.65,51.63
6/18/2019,264.07,9071.95,2917.75,82.59,155.41,134.27,41.57,52.45
6/19/2019,268.79,9277.29,2926.46,82.87,156.04,134.71,41.86,52.8
6/20/2019,271.82,9531.21,2954.18,83,156.83,135.97,42.51,53.36
6/21/2019,296.25,10220,2950.46,82.77,155.74,135.74,42.34,52.54
6/22/2019,308.49,10666.8,N/A,N/A,N/A,N/A,N/A,N/A
6/23/2019,307.48,10833,N/A,N/A,N/A,N/A,N/A,N/A
6/24/2019,311,11032.3,2945.35,82.92,154.3,135.47,42.37,52.59
6/25/2019,317.27,11755.5,2917.38,82.95,153.27,134.19,41.91,52.22
6/26/2019,334.36,12927.4,2913.78,82.76,152.85,133.98,42.32,52.38
6/27/2019,293.47,11159.2,2924.92,83,154.67,133.99,42.56,52.55
6/28/2019,309.49,12360.4,2941.76,83.07,156.66,134.72,42.53,52.75
6/29/2019,317,11865.2,N/A,N/A,N/A,N/A,N/A,N/A
6/30/2019,290.07,10760.1,N/A,N/A,N/A,N/A,N/A,N/A
7/1/2019,294.15,10577.6,2964.33,82.87,157.47,135.82,43.14,53.06
7/2/2019,291.25,10829.1,2973.01,83.03,156.95,136.17,43.08,53.25
7/3/2019,301.81,11976,N/A,N/A,N/A,N/A,N/A,N/A
7/4/2019,282.8,11137.8,N/A,N/A,N/A,N/A,N/A,N/A
7/5/2019,288,11004.5,2990.41,82.79,158.6,137.12,42.83,53.09
7/6/2019,287.57,11237.7,N/A,N/A,N/A,N/A,N/A,N/A
7/7/2019,306.67,11474.4,N/A,N/A,N/A,N/A,N/A,N/A
7/8/2019,313.24,12293.5,2975.95,82.78,157.18,136.38,42.66,52.76
7/9/2019,307.92,12561,2979.63,82.67,157.34,136.61,42.55,52.56
7/10/2019,288.64,12097.9,2993.07,82.74,157.63,137.23,42.83,52.8
7/11/2019,268.68,11349,2999.91,82.47,157.21,137.56,42.74,52.83
7/12/2019,275.55,11802,3013.77,82.54,158.44,138.23,42.74,52.87
7/13/2019,269.04,11370.1,N/A,N/A,N/A,N/A,N/A,N/A
7/14/2019,225.76,10195.6,N/A,N/A,N/A,N/A,N/A,N/A
7/15/2019,228.28,10854.4,3014.3,82.66,157.95,138.28,42.94,52.96
7/16/2019,198.89,9422.71,3004.04,82.55,157.89,137.8,42.86,52.79
7/17/2019,211.4,9696.31,2984.42,82.8,156.8,136.93,42.76,52.69
7/18/2019,226.31,10651.4,2995.11,82.95,157.36,137.42,43.03,52.86
7/19/2019,220.96,10518.5,2976.61,82.86,156.64,136.63,42.75,52.69
7/20/2019,228.89,10761,N/A,N/A,N/A,N/A,N/A,N/A
7/21/2019,225.64,10590.7,N/A,N/A,N/A,N/A,N/A,N/A
7/22/2019,216.77,10323.3,2985.03,82.95,156.64,136.99,42.7,52.77
7/23/2019,211.93,9840.12,3005.47,82.88,157.96,137.87,42.7,53
7/24/2019,217,9767.87,3019.56,82.96,160.07,138.58,42.83,53
7/25/2019,219.31,9883.34,3003.67,82.87,158.42,137.93,42.58,52.51
7/26/2019,219.35,9843,3025.86,82.87,159.98,138.83,42.62,52.65
7/27/2019,206.57,9479.98,N/A,N/A,N/A,N/A,N/A,N/A
7/28/2019,211.5,9532.99,N/A,N/A,N/A,N/A,N/A,N/A
7/29/2019,210.69,9495,3020.97,82.92,159.03,138.59,42.61,52.67
7/30/2019,209.83,9589.01,3013.18,82.9,160.23,138.25,42.19,52.1
7/31/2019,218.7,10086.3,2980.38,83,158.54,136.76,41.76,51.7
8/1/2019,217.55,10405.9,2953.56,83.4,156.11,135.55,41,51.32
8/2/2019,217.8,10533,2932.05,83.48,154.53,134.52,40.61,50.94
8/3/2019,222.14,10820.7,N/A,N/A,N/A,N/A,N/A,N/A
8/4/2019,222.96,10977.5,N/A,N/A,N/A,N/A,N/A,N/A
8/5/2019,233,11819.4,2844.74,83.84,149.96,130.46,39.18,49.55
8/6/2019,225.81,11465.4,2881.77,84.05,151.73,132.19,39.8,49.97
8/7/2019,225.8,11983.7,2883.98,84.05,152.12,132.44,39.97,50.19
8/8/2019,220.81,11982.4,2938.09,84.12,155.28,134.93,40.49,50.77
8/9/2019,210.27,11856.1,2918.65,83.97,153.4,134.06,40.09,50.38
8/10/2019,206.13,11280.9,N/A,N/A,N/A,N/A,N/A,N/A
8/11/2019,216.05,11540.7,N/A,N/A,N/A,N/A,N/A,N/A
8/12/2019,211.1,11389.3,2883.09,84.34,151.26,132.43,39.64,49.89
8/13/2019,208.58,10868.5,2926.32,84.21,152.99,134.37,40.11,50.44
8/14/2019,186.3,9971.71,2840.6,84.51,148.62,130.49,39,49.02
8/15/2019,187.97,10300,2847.6,84.92,148.51,130.76,39.22,49.2
8/16/2019,185.26,10352.7,2888.68,84.83,151.39,132.76,39.74,49.82
8/17/2019,185.59,10215.2,N/A,N/A,N/A,N/A,N/A,N/A
8/18/2019,194.74,10315.4,N/A,N/A,N/A,N/A,N/A,N/A
8/19/2019,202.32,10920,2923.65,84.56,152.75,134.26,39.87,50.06
8/20/2019,196.16,10769,2900.51,84.78,151.71,133.3,39.94,49.96
8/21/2019,187.37,10130,2924.43,84.74,152.94,134.41,40.25,50.34
8/22/2019,191.13,10107.1,2922.95,84.58,152.82,134.36,39.84,50.15
8/23/2019,194.59,10410.8,2847.11,84.89,148.81,130.94,39.27,49.47
8/24/2019,190.89,10147.9,N/A,N/A,N/A,N/A,N/A,N/A
8/25/2019,186.32,10140.9,N/A,N/A,N/A,N/A,N/A,N/A
8/26/2019,188.3,10361.6,2878.38,84.84,150.11,132.31,39.52,49.85
8/27/2019,186.94,10171.8,2869.16,85.13,148.45,131.76,39.54,49.8
8/28/2019,172.79,9714.31,2887.94,85.16,149.82,132.72,39.69,49.9
8/29/2019,168.82,9495,2924.58,85.11,152.31,134.43,40.15,50.31
8/30/2019,168.21,9582.42,2926.46,85.1,152.25,134.34,40.4,50.58
8/31/2019,172.11,9600.86,N/A,N/A,N/A,N/A,N/A,N/A
9/1/2019,171.29,9766.52,N/A,N/A,N/A,N/A,N/A,N/A
9/2/2019,178.8,10381.2,N/A,N/A,N/A,N/A,N/A,N/A
9/3/2019,179.08,10628.4,2906.27,84.99,150.32,133.53,40.19,50.38
9/4/2019,174.82,10582.2,2937.78,85.15,151.91,135.03,40.85,51.14
9/5/2019,174,10574.7,2976,84.71,154.42,136.82,41.16,51.53
9/6/2019,169.55,10306.9,2978.71,84.81,154.04,136.92,41.29,51.69
9/7/2019,178.08,10484.3,N/A,N/A,N/A,N/A,N/A,N/A
9/8/2019,181.15,10398.9,N/A,N/A,N/A,N/A,N/A,N/A
9/9/2019,180.63,10310,2978.43,84.42,154.76,136.85,41.4,51.75
9/10/2019,179.17,10084.1,2979.39,83.99,155.65,136.9,41.4,51.84
9/11/2019,178.3,10160.2,3000.93,83.94,157.87,137.8,41.71,52.13
9/12/2019,180.89,10423.7,3009.57,83.78,157.99,138.25,41.97,52.43
9/13/2019,181.65,10367.4,3007.39,83.3,157.88,138.15,42.19,52.73
9/14/2019,188.85,10360.2,N/A,N/A,N/A,N/A,N/A,N/A
9/15/2019,189.3,10304.4,N/A,N/A,N/A,N/A,N/A,N/A
9/16/2019,197.59,10262.5,2997.96,83.52,158.01,137.29,41.85,52.31
9/17/2019,207.95,10185.3,3005.7,83.71,157.8,137.6,41.9,52.47
9/18/2019,210.27,10155.2,3006.73,83.77,157.15,137.73,41.69,52.37
9/19/2019,222.89,10287.7,3006.79,83.89,156.66,137.72,41.43,52.45
9/20/2019,218.06,10168.8,2992.07,84.19,156.32,137.03,41.5,52.4
9/21/2019,214.8,9975.12,N/A,N/A,N/A,N/A,N/A,N/A
9/22/2019,211.51,10026.8,N/A,N/A,N/A,N/A,N/A,N/A
9/23/2019,200.89,9693.75,2991.78,84.25,156.36,137.08,41.65,52.34
9/24/2019,166.26,8530.01,2966.6,84.54,154.41,135.88,40.63,51.76
9/25/2019,169.98,8438.35,2984.87,84.14,155.71,136.71,40.67,51.72
9/26/2019,165.82,8068.2,2977.62,84.28,154.53,136.44,40.65,51.77
9/27/2019,174.44,8193.99,2961.79,84.37,153.32,135.59,40.14,51.46
9/28/2019,173.9,8217.46,N/A,N/A,N/A,N/A,N/A,N/A
9/29/2019,169.75,8052.4,N/A,N/A,N/A,N/A,N/A,N/A
9/30/2019,179.6,8304.95,2976.74,84.43,153.89,136.33,40.26,51.66
10/1/2019,176.15,8322.73,2940.25,84.33,151.29,134.65,39.98,51.19
10/2/2019,180.82,8381.71,2887.61,84.52,149.41,132.26,39.79,50.39
10/3/2019,175.05,8240.41,2910.63,84.8,150.42,133.43,40.27,50.78
10/4/2019,176.1,8156.67,2952.01,84.94,152.08,135.19,40.46,51.12
10/5/2019,176.73,8147.63,N/A,N/A,N/A,N/A,N/A,N/A
10/6/2019,170.18,7859.79,N/A,N/A,N/A,N/A,N/A,N/A
10/7/2019,180.68,8209,2938.79,84.72,151.51,134.69,40.15,50.95
10/8/2019,181.26,8180,2893.06,84.76,149.04,132.52,39.81,50.52
10/9/2019,193.26,8590.01,2919.4,84.66,150.04,133.78,40.11,50.92
10/10/2019,191.79,8587.5,2938.13,84.4,150.59,134.66,40.54,51.3
10/11/2019,180.84,8267.33,2970.27,84.09,153.19,136.12,41.08,52.12
10/12/2019,179.86,8309.03,N/A,N/A,N/A,N/A,N/A,N/A
10/13/2019,181.36,8282.96,N/A,N/A,N/A,N/A,N/A,N/A
10/14/2019,186.65,8355,2966.15,84.23,152.56,135.95,40.99,51.91
10/15/2019,180.58,8162.44,2995.68,84.01,154.01,137.34,41.27,52.45
10/16/2019,174.5,7993.54,2989.69,84.1,153.68,137.06,41.38,52.56
10/17/2019,177.31,8076.2,2997.95,84.1,155.01,137.44,41.51,52.7
10/18/2019,172.96,7954.16,2986.2,84.14,154.47,136.84,41.4,52.6
10/19/2019,172.09,7965.28,N/A,N/A,N/A,N/A,N/A,N/A
10/20/2019,175.49,8236.04,N/A,N/A,N/A,N/A,N/A,N/A
10/21/2019,174.37,8209.92,3006.72,83.94,155.47,137.78,41.7,52.92
10/22/2019,171.3,8024.72,2995.99,84.09,155.3,137.27,41.67,52.87
10/23/2019,161.57,7474.85,3004.52,84.13,155.42,137.6,41.69,53.06
10/24/2019,160.67,7430.87,3010.29,84.14,155.64,137.94,41.74,53.15
10/25/2019,181.66,8668,3022.55,84,156.31,138.58,41.93,53.26
10/26/2019,180.03,9259.78,N/A,N/A,N/A,N/A,N/A,N/A
10/27/2019,184.41,9548.84,N/A,N/A,N/A,N/A,N/A,N/A
10/28/2019,182.28,9219.94,3039.42,83.82,157.48,139.37,42.26,53.49
10/29/2019,191.1,9430.79,3036.89,83.84,157.8,139.27,42.02,53.4
10/30/2019,183.38,9164.45,3046.77,84.11,157.54,139.69,42.18,53.6
10/31/2019,182.72,9159.48,3037.56,84.51,156.43,139.29,41.85,53.43
11/1/2019,183.19,9253.12,3066.91,84.25,158.8,140.64,42.5,53.95
11/2/2019,183.27,9308.51,N/A,N/A,N/A,N/A,N/A,N/A
11/3/2019,181.69,9206.52,N/A,N/A,N/A,N/A,N/A,N/A
11/4/2019,186.25,9412.53,3078.27,84.01,159.79,141.14,42.81,54.26
11/5/2019,188.88,9309,3074.62,83.72,159.98,140.96,43.02,54.35
11/6/2019,191.13,9341.27,3076.78,83.9,159.27,140.94,42.95,54.26
11/7/2019,186.71,9205.76,3085.18,83.47,159.41,141.46,43.24,54.47
11/8/2019,183.18,8763.01,3093.08,83.39,160.14,141.83,42.85,54.34
11/9/2019,184.88,8810.76,N/A,N/A,N/A,N/A,N/A,N/A
11/10/2019,188.88,9038.2,N/A,N/A,N/A,N/A,N/A,N/A
11/11/2019,184.65,8721.54,3087.01,83.44,160,141.62,42.61,54.16
11/12/2019,186.98,8795.77,3091.84,83.49,159.96,141.89,42.29,54.1
11/13/2019,187.72,8758.34,3094.04,83.64,159.55,141.93,42.02,53.9
11/14/2019,184.55,8635.01,3096.63,83.88,159.83,142.18,42,53.84
11/15/2019,179.82,8457.48,3120.46,83.85,161.03,143.19,42.28,54.2
11/16/2019,182.25,8480.79,N/A,N/A,N/A,N/A,N/A,N/A
11/17/2019,183.88,8500.01,N/A,N/A,N/A,N/A,N/A,N/A
11/18/2019,177.85,8168.84,3122.03,83.97,160.73,143.3,42.27,54.23
11/19/2019,175.52,8123.36,3120.18,84.06,161.02,143.33,42.42,54.19
11/20/2019,174.32,8082.96,3108.46,84.29,160.52,142.84,42.26,53.91
11/21/2019,160.84,7616.46,3103.54,84.15,159.73,142.61,42.31,53.81
11/22/2019,150.31,7298.18,3110.29,84.2,160.11,142.98,42.23,53.92
11/23/2019,152,7330.98,N/A,N/A,N/A,N/A,N/A,N/A
11/24/2019,140.28,6908.64,N/A,N/A,N/A,N/A,N/A,N/A
11/25/2019,145.91,7127.01,3133.64,84.28,162.63,144.03,42.61,54.32
11/26/2019,148.04,7172.15,3140.52,84.42,163.18,144.38,42.44,54.32
11/27/2019,153,7523.72,3153.63,84.29,164.26,145,42.57,54.44
11/28/2019,151.01,7432.12,N/A,N/A,N/A,N/A,N/A,N/A
11/29/2019,154.75,7760,N/A,N/A,N/A,N/A,N/A,N/A
11/30/2019,151.97,7551.99,N/A,N/A,N/A,N/A,N/A,N/A
12/1/2019,151.47,7404.27,N/A,N/A,N/A,N/A,N/A,N/A
12/2/2019,149.13,7305,3113.87,83.89,161.28,143.23,42.07,53.74
12/3/2019,147.51,7298.2,3093.2,84.34,160.68,142.29,41.9,53.56
12/4/2019,145.65,7213.61,3112.76,84.17,161.79,143.16,42.27,54.02
12/5/2019,147.86,7394.99,3117.43,84.08,161.85,143.37,42.49,54.02
12/6/2019,148.74,7540.87,3145.91,83.97,163.38,144.65,42.65,54.48
12/7/2019,147.43,7500.03,N/A,N/A,N/A,N/A,N/A,N/A
12/8/2019,150.67,7529.21,N/A,N/A,N/A,N/A,N/A,N/A
12/9/2019,147.35,7341.49,3135.96,83.99,162.73,144.18,42.49,54.2
12/10/2019,145.64,7226.98,3132.52,83.93,162.52,144.08,42.58,54.3
12/11/2019,143.18,7194.13,3141.63,84.21,162.54,144.44,43.15,54.66
12/12/2019,144.69,7189.41,3168.57,83.81,163.92,145.65,43.74,55.2
12/13/2019,144.66,7248.23,3168.8,84.19,163.34,145.67,43.69,55.43
12/14/2019,141.81,7071.01,N/A,N/A,N/A,N/A,N/A,N/A
12/15/2019,142.29,7112.63,N/A,N/A,N/A,N/A,N/A,N/A
12/16/2019,132.7,6884.75,3191.45,83.96,164.34,146.74,44.06,55.96
12/17/2019,121.55,6615.8,3192.52,83.97,164.88,146.73,44.39,55.89
12/18/2019,133.01,7294.81,3191.14,83.86,165.29,146.78,44.63,55.93
12/19/2019,128.19,7150.01,3205.37,83.92,165.93,147.45,44.66,55.9
12/20/2019,128.36,7182.77,3221.22,83.94,166.62,148.12,44.7,55.92
12/21/2019,127.05,7143.01,N/A,N/A,N/A,N/A,N/A,N/A
12/22/2019,132.33,7515.3,N/A,N/A,N/A,N/A,N/A,N/A
12/23/2019,128.02,7323.21,3224.01,83.7,166.74,148.31,44.22,55.38
12/24/2019,127.54,7232.76,N/A,N/A,N/A,N/A,N/A,N/A
12/25/2019,124.95,7195.81,N/A,N/A,N/A,N/A,N/A,N/A
12/26/2019,125.44,7195.96,3239.91,83.86,166.27,148.31,44.55,55.63
12/27/2019,126.26,7240.4,3240.02,83.98,165.76,148.26,44.61,55.9
12/28/2019,127.97,7300.42,N/A,N/A,N/A,N/A,N/A,N/A
12/29/2019,134.28,7389,N/A,N/A,N/A,N/A,N/A,N/A
12/30/2019,131.009,7220,3221.29,83.95,165.26,147.44,44.36,55.47
12/31/2019,128.539,7177.36,3230.78,83.86,165.64,147.84,44.47,55.69
1/1/2020,130.27,7177.57,N/A,N/A,N/A,N/A,N/A,N/A
1/2/2020,126.81,6946.33,3257.85,83.97,165.93,149.21,45.53,56.31
1/3/2020,133.57,7308.09,3234.85,84.27,165.33,148.12,44.72,55.62
1/4/2020,134.13,7347.49,N/A,N/A,N/A,N/A,N/A,N/A
1/5/2020,134.99,7342.49,N/A,N/A,N/A,N/A,N/A,N/A
1/6/2020,144.19,7770.88,3246.28,84.17,165.55,148.73,44.64,55.7
1/7/2020,143.35,8168.44,3237.18,84.1,165.18,148.36,44.62,55.6
1/8/2020,140.6,8045.51,3253.05,83.97,165.71,149.1,44.82,55.7
1/9/2020,137.71,7813.78,3274.7,84.07,166.08,150.15,45.05,55.95
1/10/2020,144.72,8170.27,3265.35,84.21,165.54,149.7,45.27,55.88
1/11/2020,142.63,8021.84,N/A,N/A,N/A,N/A,N/A,N/A
1/12/2020,146.6,8165.21,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2020,143.51,8104.5,3288.13,84.16,166.9,150.76,45.89,56.3
1/14/2020,165.76,8822.71,3283.15,84.28,167.47,150.54,45.68,56.31
1/15/2020,166.29,8808.81,3289.29,84.41,167.86,150.9,45.39,56.16
1/16/2020,163.93,8714.76,3316.81,84.36,169.81,152.2,45.62,56.46
1/17/2020,169.59,8899.42,3329.62,84.35,169.41,152.64,45.91,56.64
1/18/2020,174.43,8909.32,N/A,N/A,N/A,N/A,N/A,N/A
1/19/2020,166.75,8697.53,N/A,N/A,N/A,N/A,N/A,N/A
1/20/2020,166.68,8619.52,N/A,N/A,N/A,N/A,N/A,N/A
1/21/2020,169.19,8722.03,3320.79,84.56,168.53,152.42,44.77,56.02
1/22/2020,167.7,8653.84,3321.75,84.63,168.42,152.51,45.04,56.2
1/23/2020,162.4,8385.21,3325.54,84.78,168.55,152.69,44.63,56
1/24/2020,162.3,8427.26,3295.47,84.91,166.58,151.25,44.29,55.68
1/25/2020,160.12,8326.81,N/A,N/A,N/A,N/A,N/A,N/A
1/26/2020,167.35,8595,N/A,N/A,N/A,N/A,N/A,N/A
1/27/2020,169.77,8895.95,3243.63,85.19,164.35,148.95,42.8,54.46
1/28/2020,175.77,9394.5,3276.24,85.04,166.05,150.43,43.16,54.87
1/29/2020,173.4,9290.62,3273.4,85.28,165.51,150.3,43.36,54.9
1/30/2020,184.55,9503.08,3283.66,85.3,165.46,150.88,42.77,54.7
1/31/2020,179.74,9334.98,3225.52,85.52,162.3,148.23,42.01,53.8
2/1/2020,183.68,9382.65,N/A,N/A,N/A,N/A,N/A,N/A
2/2/2020,188.39,9323.5,N/A,N/A,N/A,N/A,N/A,N/A
2/3/2020,189.68,9290.23,3248.92,85.26,163.74,149.46,42.31,53.9
2/4/2020,188.24,9164.33,3297.59,85,166.31,151.79,43.32,54.85
2/5/2020,204,9613.82,3334.69,84.86,168.23,153.29,43.56,55.35
2/6/2020,212.95,9763.01,3345.78,84.94,167.77,153.84,43.54,55.48
2/7/2020,223.22,9808.04,3327.71,85.2,166.01,153.09,42.95,54.93
2/8/2020,223.37,9905.64,N/A,N/A,N/A,N/A,N/A,N/A
2/9/2020,228.8,10168.8,N/A,N/A,N/A,N/A,N/A,N/A
2/10/2020,222.85,9851.78,3352.09,85.33,167.06,154.2,43.22,55.04
2/11/2020,237.98,10270,3357.75,85.19,168.24,154.56,43.77,55.44
2/12/2020,266.41,10351.1,3379.45,85.09,169.4,155.47,44.33,55.84
2/13/2020,268.42,10236.4,3373.94,85.17,169.83,155.39,43.86,55.41
2/14/2020,286.27,10371.3,3380.16,85.26,169.74,155.63,43.77,55.38
2/15/2020,264.92,9911.21,N/A,N/A,N/A,N/A,N/A,N/A
